Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),VAT Amount AED,Customer Name,Customer TRN,Clear description of the supply,Reason of Out-of-Scope Sales treatment
01 Invoice,111111111111111,ABC LTD.,IN5H0000702,8/24/2024,8/1/2024,8/31/2024,"107,920.53",-,AL R,NAXXXXXNA,CSP 0711.20X07.92 MMX12.00 M/NEOM/240502,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000704,8/24/2024,8/1/2024,8/31/2024,"37,989.70",-,AL R,NAXXXXXNA,CSP 0812.80X07.92 MMX12.00 M/NEOM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000706,8/24/2024,8/1/2024,8/31/2024,"113,917.90",-,AL R,NAXXXXXNA,CSP 0812.80X07.92 MMX12.00 M/NEOM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000708,8/24/2024,8/1/2024,8/31/2024,"28,482.44",-,AL R,NAXXXXXNA,CSP 0812.80X07.92 MMX12.00 M/NEOM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000710,8/24/2024,8/1/2024,8/31/2024,"37,973.94",-,AL R,NAXXXXXNA,CSP 0812.80X07.92 MMX12.00 M/NEOM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000660,8/24/2024,8/1/2024,8/31/2024,"229,612.41",-,ALBA,NAXXXXXNA,CSP 0762.00X16.00 MM /24.00 M/ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000669,8/24/2024,8/1/2024,8/31/2024,"226,233.35",-,ALBA,NAXXXXXNA,CSP 0925.00X21.00 MM /17.00 M/ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000671,8/24/2024,8/1/2024,8/31/2024,"374,740.43",-,ALBA,NAXXXXXNA,CSP 0863.00X21.00 MM /ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000692,8/24/2024,8/1/2024,8/31/2024,"297,106.94",-,ALBA,NAXXXXXNA,CSP 0925.00X21.00 MM /15.00 M/ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012123,8/25/2024,8/1/2024,8/31/2024,"353,618.35",-,ARCE,NAXXXXXNA,AU25-(750X450X14.50 MM)X16.30 M/UCC/TYPE-A,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000673,8/26/2024,8/1/2024,8/31/2024,"94,134.88",-,BRAN,NAXXXXXNA,CS TWO PIECE BEND DN2000 04.00 DEG,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012132,8/27/2024,8/1/2024,8/31/2024,"334,976.66",-,ARCE,NAXXXXXNA,AU25-(750X450X14.50 MM)X16.30 M/UCC/TYPE-A,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000674,8/27/2024,8/1/2024,8/31/2024,"187,370.22",-,ALBA,NAXXXXXNA,CSP 0863.00X21.00 MM /ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000675,8/27/2024,8/1/2024,8/31/2024,"281,055.32",-,ALBA,NAXXXXXNA,CSP 0863.00X21.00 MM /ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012140,8/28/2024,8/1/2024,8/31/2024,"81,348.92",-,LARS,NAXXXXXNA,HR PLATE 3.05X12.00X25.00 MM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000703,8/29/2024,8/1/2024,8/31/2024,"37,356.01",-,AL R,NAXXXXXNA,CSP 1117.60X12.70 MMX12.00 M/NEOM/240501,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000705,8/29/2024,8/1/2024,8/31/2024,"44,632.11",-,AL R,NAXXXXXNA,CSP 1219.20X12.70 MMX12.000 M/NEOM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000709,8/29/2024,8/1/2024,8/31/2024,"31,457.46",-,AL R,NAXXXXXNA,CSP 1016.00X09.53 MMX12.00 M/NEOM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000707,8/29/2024,8/1/2024,8/31/2024,"241,407.20",-,AL R,NAXXXXXNA,AMP-SA-0129-REV.01-MPS1-I,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000683,8/30/2024,8/1/2024,8/31/2024,"306,391.39",-,ALBA,NAXXXXXNA,CSP 0925.00X21.00 MM /22.00 M/ALBAWARDI,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000712,8/30/2024,8/1/2024,8/31/2024,"118,475.40",-,AL R,NAXXXXXNA,AMP-SA-0129-REV 01-MPS2-2/3-VIII,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012151,8/31/2024,8/1/2024,8/31/2024,"71,027.77",-,ARCE,NAXXXXXNA,HR PLATE 2.00X12.00X10.00 MM,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN20012150,8/31/2024,8/1/2024,8/31/2024,"97,376.69",-,ARCE,NAXXXXXNA,AU25-(750X450X14.50 MMX110.40 KG/M)X09.80 M/UCC,Export of Goods from DFZ.
01 Invoice,111111111111111,ABC LTD.,IN5H0000560,8/2/2024,8/1/2024,8/31/2024,"182,455.62",-,ARCE,10030XXXXX00003,CSP 2032.00X20.62 MMX11.00 M/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012076,8/2/2024,8/1/2024,8/31/2024,"5,146.68",-,ARCE,10030XXXXX00003,"08"" 0219.10/08.18 MM/PUDDLE FLANGE",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012077,8/2/2024,8/1/2024,8/31/2024,"16,650.13",-,ARCE,10030XXXXX00003,"40"" 1016.00/09.53 MM/PUDDLE FLANGE",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012078,8/2/2024,8/1/2024,8/31/2024,"49,950.39",-,ARCE,10030XXXXX00003,"40"" 1016.00/09.53 MM/PUDDLE FLANGE",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN70001801,8/6/2024,8/1/2024,8/31/2024,"3,313.89",-,ARCE,10030XXXXX00003,PIPE RACKS - 06.00 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012079,8/6/2024,8/1/2024,8/31/2024,"7,421.27",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012080,8/6/2024,8/1/2024,8/31/2024,"7,191.44",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012041,8/7/2024,8/1/2024,8/31/2024,"50,576.48",-,ARCE,10030XXXXX00003,FOOT PLATE - BG0044,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012081,8/7/2024,8/1/2024,8/31/2024,"6,978.43",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012042,8/8/2024,8/1/2024,8/31/2024,"9,645.93",-,ARCE,10030XXXXX00003,UNEQUAL ANGLE 150X100X10.00 MMX06.00 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012082,8/8/2024,8/1/2024,8/31/2024,"6,783.60",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012046,8/9/2024,8/1/2024,8/31/2024,"50,576.48",-,ARCE,10030XXXXX00003,FOOT PLATE - BG0044,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012075,8/9/2024,8/1/2024,8/31/2024,"39,069.74",-,ARCE,10030XXXXX00003,PYLON-BG0038,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012084,8/9/2024,8/1/2024,8/31/2024,"12,783.32",-,ARCE,10030XXXXX00003,"ANG 40""/12.70 MM (Random degree)",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012085,8/9/2024,8/1/2024,8/31/2024,"4,013.57",-,ARCE,10030XXXXX00003,"40"" 1016.00/09.53 MM/PUDDLE FLANGE",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012083,8/9/2024,8/1/2024,8/31/2024,"4,589.19",-,ARCE,10030XXXXX00003,"48"" 1219.20/12.70 MM/PUDDLE FLANGE",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012089,8/14/2024,8/1/2024,8/31/2024,"50,126.01",-,ARCE,10030XXXXX00003,UPN 160X065X018.80 KG/MX12.00 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012086,8/14/2024,8/1/2024,8/31/2024,"84,198.76",-,ARCE,10030XXXXX00003,MS PLATE 2.00X12.00X10.00 MM,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012122,8/14/2024,8/1/2024,8/31/2024,"46,720.26",-,ARCE,10030XXXXX00003,HR PLATE 2.04X06.00X15.00 MM,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012092,8/15/2024,8/1/2024,8/31/2024,"50,576.48",-,ARCE,10030XXXXX00003,"FOOT PLATE - BG0044
 Lot-5(No's9-10)",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012115,8/15/2024,8/1/2024,8/31/2024,"134,411.06",-,ARCE,10030XXXXX00003,MS PLATE 2.00X06.00X06.00 MM,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012090,8/15/2024,8/1/2024,8/31/2024,"5,917.03",-,ARCE,10030XXXXX00003,UPN 160X065X018.80 KG/MX12.00 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012091,8/15/2024,8/1/2024,8/31/2024,"28,273.36",-,ARCE,10030XXXXX00003,TRENCH SHEET 600MMX05.80 MMX36.80 KG/MX05.85 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012116,8/15/2024,8/1/2024,8/31/2024,"45,698.48",-,ARCE,10030XXXXX00003,"04"" 0114.30/04.78 MM/PUDDLE FLANGE",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012119,8/15/2024,8/1/2024,8/31/2024,"8,510.47",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN70001802,8/16/2024,8/1/2024,8/31/2024,"154,649.52",-,ARCE,10030XXXXX00003,FOOT PLATE - BG0044,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012117,8/16/2024,8/1/2024,8/31/2024,"6,600.26",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012118,8/16/2024,8/1/2024,8/31/2024,"6,600.26",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012104,8/20/2024,8/1/2024,8/31/2024,"50,801.12",-,ARCE,10030XXXXX00003,FOOT PLATE - BG0044,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012105,8/20/2024,8/1/2024,8/31/2024,"50,801.12",-,ARCE,10030XXXXX00003,"FOOT PLATE - BG0044
 Lot-6(No's11-12)",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012121,8/20/2024,8/1/2024,8/31/2024,"21,504.86",-,ARCE,10030XXXXX00003,"48"" 1219.20/12.70 MM/PUDDLE FLANGE",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012120,8/20/2024,8/1/2024,8/31/2024,"4,013.57",-,ARCE,10030XXXXX00003,"40"" 1016.00/09.53 MM/PUDDLE FLANGE",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012109,8/21/2024,8/1/2024,8/31/2024,"101,602.25",-,ARCE,10030XXXXX00003,FOOT PLATE - BG0044,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN5H0000609,8/21/2024,8/1/2024,8/31/2024,"6,612.99",-,ARCE,10030XXXXX00003,CSP 1016.00X12.70 MMX12.00 M/ORASCOM,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012113,8/22/2024,8/1/2024,8/31/2024,"50,801.12",-,ARCE,10030XXXXX00003,FOOT PLATE - BG0044,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012111,8/22/2024,8/1/2024,8/31/2024,"3,697.70",-,ARCE,10030XXXXX00003,UPN 160X065X018.80 KG/MX12.00 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012112,8/22/2024,8/1/2024,8/31/2024,"49,033.96",-,ARCE,10030XXXXX00003,HR PLATE 2.00X06.00X14.00 MM,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012114,8/22/2024,8/1/2024,8/31/2024,"141,366.96",-,ARCE,10030XXXXX00003,TRENCH SHEET 600MMX05.80 MMX36.80 KG/MX05.85 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012110,8/22/2024,8/1/2024,8/31/2024,"145,660.71",-,ARCE,10030XXXXX00003,"12"" 0323.90/04.57 MM/PUDDLE FLANGE",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN70001808,8/23/2024,8/1/2024,8/31/2024,"154,237.86",-,ARCE,10030XXXXX00003,FOOT PLATE - BG0044,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012133,8/26/2024,8/1/2024,8/31/2024,"55,302.16",-,ARCE,10030XXXXX00003,MS PLATE 3.05X12.00X20.00 MM,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012134,8/26/2024,8/1/2024,8/31/2024,"39,270.39",-,ARCE,10030XXXXX00003,HR PLATE 3.05X12.00X16.00 MM,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012125,8/26/2024,8/1/2024,8/31/2024,"34,287.47",-,ARCE,10030XXXXX00003,HE 90/60,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN70001815,8/26/2024,8/1/2024,8/31/2024,"5,863.15",-,ARCE,10030XXXXX00003,PIPE RACKS - 06.00 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN70001816,8/26/2024,8/1/2024,8/31/2024,"26,839.83",-,ARCE,10030XXXXX00003,PIPE RACKS - 12.00 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012124,8/26/2024,8/1/2024,8/31/2024,"145,755.75",-,ARCE,10030XXXXX00003,"12"" 0323.90/04.57 MM/PUDDLE FLANGE",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012127,8/27/2024,8/1/2024,8/31/2024,"57,145.78",-,ARCE,10030XXXXX00003,HE 90/60,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012126,8/27/2024,8/1/2024,8/31/2024,"40,547.07",-,ARCE,10030XXXXX00003,ALUMINIZED COIL 00.80X1000,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN5H0000627,8/27/2024,8/1/2024,8/31/2024,"30,615.77",-,ARCE,10030XXXXX00003,CSP 1321.00X14.27 MM/06.00 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN5H0000628,8/27/2024,8/1/2024,8/31/2024,"43,529.02",-,ARCE,10030XXXXX00003,CSP 1626.00X17.48 MM/06.00 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN70001814,8/28/2024,8/1/2024,8/31/2024,"35,813.56",-,ARCE,10030XXXXX00003,PIPE RACKS - 12.00 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012146,8/28/2024,8/1/2024,8/31/2024,"7,726.90",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012147,8/28/2024,8/1/2024,8/31/2024,"3,863.36",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012148,8/28/2024,8/1/2024,8/31/2024,"7,726.90",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012149,8/28/2024,8/1/2024,8/31/2024,"4,138.39",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012154,8/29/2024,8/1/2024,8/31/2024,"19,502.62",-,ARCE,10030XXXXX00003,PYLON-BG0038,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012143,8/30/2024,8/1/2024,8/31/2024,"90,557.79",-,ARCE,10030XXXXX00003,EQUAL ANGLE 080X080X08.00 MMX06.00 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012142,8/30/2024,8/1/2024,8/31/2024,"6,078.47",-,ARCE,10030XXXXX00003,EQUAL ANGLE 080X080X08.00 MMX06.00 M,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012141,8/30/2024,8/1/2024,8/31/2024,"17,190.98",-,ARCE,10030XXXXX00003,BQ PLATE 2.50X12.00X08.00 MM,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN70001818,8/30/2024,8/1/2024,8/31/2024,"155,323.62",-,ARCE,10030XXXXX00003,FOOT PLATE - BG0044,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012137,8/30/2024,8/1/2024,8/31/2024,"153,209.82",-,ARCE,10030XXXXX00003,FOOT PLATE - BG0044,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012145,8/30/2024,8/1/2024,8/31/2024,"10,652.86",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012136,8/30/2024,8/1/2024,8/31/2024,"78,011.73",-,ARCE,10030XXXXX00003,PYLON-BG0038,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012139,8/30/2024,8/1/2024,8/31/2024,"245,803.03",-,ARCE,10030XXXXX00003,"12"" 0323.90/04.57 MM/PUDDLE FLANGE",Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,IN20012144,8/30/2024,8/1/2024,8/31/2024,"4,143.99",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,Sale of goods between same VAT group entities.
01 Invoice,111111111111111,ABC LTD.,2GJ1621136,8/30/2024,8/1/2024,8/31/2024,"4,946.24",-,ARCE,10000XXXXX00003,Rental Income - Aug'24,Income related to an Immovable property in DFZ.
,,,,,,,,-,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,"29,492,750.23",,,,,
,,,,,,,15401599.87,,,,,
,,,,,,,"14,091,150.36",,,,,
