Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),VAT Amount AED,Customer Name,Customer TRN,Clear description of the supply,Reason of Out-of-Scope Sales treatment
01 Invoice,111111111111111,ABC LTD.,IN5H0000853,9/10/2024,9/1/2024,9/30/2024,"42,763.88",-,AL R,30054XXXXX10003,CSP 0508.00X06.35 MMX12.00 M/NEOM,
01 Invoice,111111111111111,ABC LTD.,IN5H0000769,9/10/2024,9/1/2024,9/30/2024,"66,023.76",-,ALBA,31057XXXXX00003,CSP 0925.00X21.00 MM /15.00 M/ALBAWARDI,
01 Invoice,111111111111111,ABC LTD.,IN5H0000769,9/10/2024,9/1/2024,9/30/2024,"75,411.12",-,ALBA,31057XXXXX00003,CSP 0925.00X21.00 MM /17.00 M/ALBAWARDI,
01 Invoice,111111111111111,ABC LTD.,IN5H0000769,9/10/2024,9/1/2024,9/30/2024,"51,065.23",-,ALBA,31057XXXXX00003,CSP 0925.00X21.00 MM /22.00 M/ALBAWARDI,
01 Invoice,111111111111111,ABC LTD.,IN20012165,9/10/2024,9/1/2024,9/30/2024,"7,295.99",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,
01 Invoice,111111111111111,ABC LTD.,IN20012166,9/10/2024,9/1/2024,9/30/2024,"2,606.74",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,
01 Invoice,111111111111111,ABC LTD.,IN5H0000775,9/11/2024,9/1/2024,9/30/2024,"48,463.29",-,ARCE,10030XXXXX00003,CSP 2082.00X25.00 MMX12.00 M/PETROJET,
01 Invoice,111111111111111,ABC LTD.,IN5H0000775,9/11/2024,9/1/2024,9/30/2024,"129,396.58",-,ARCE,10030XXXXX00003,CSP 2073.20X20.62 MMX12.00 M/PETROJET,
01 Invoice,111111111111111,ABC LTD.,IN5H0000786,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank - I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MPS3-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MPS3-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MPS3-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MPS3-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MPS4-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MPS4-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MPS4-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000787,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank-I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000797,9/12/2024,9/1/2024,9/30/2024,"13,608.00",-,GENE,10035XXXXX00003,MIX Steel Scrap,
01 Invoice,111111111111111,ABC LTD.,IN20012174,9/12/2024,9/1/2024,9/30/2024,"271,683.84",-,C.D.,XXXXX,FOOT PLATE - BG0044,
01 Invoice,111111111111111,ABC LTD.,IN20012170,9/12/2024,9/1/2024,9/30/2024,"4,370.00",-,DANE,10000XXXXX00003,MS PLATE 2.00X12.00X08.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012170,9/12/2024,9/1/2024,9/30/2024,"38,241.00",-,DANE,10000XXXXX00003,MS PLATE 2.00X12.00X10.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012170,9/12/2024,9/1/2024,9/30/2024,"32,780.00",-,DANE,10000XXXXX00003,MS PLATE 2.00X12.00X06.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN5H0000823,9/12/2024,9/1/2024,9/30/2024,"29,264.02",-,TROU,10028XXXXX00003,COATED PIPE 1422.40X09.53 MMX12.00 M/T&C GULF,
01 Invoice,111111111111111,ABC LTD.,IN5H0000823,9/12/2024,9/1/2024,9/30/2024,-0.04,-,TROU,10028XXXXX00003,COATED PIPE 1422.40X09.53 MMX12.00 M/T&C GULF,
01 Invoice,111111111111111,ABC LTD.,IN5H0000786,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank - I,
01 Invoice,111111111111111,ABC LTD.,IN5H0000786,9/12/2024,9/1/2024,9/30/2024,"15,087.95",-,AL R,30005XXXXX10003,AMP-SA-0129-REV.01-MR Tank - I,
01 Invoice,111111111111111,ABC LTD.,IN20012204,9/13/2024,9/1/2024,9/30/2024,"15,750.48",-,ARCE,10030XXXXX00003,"ANG 40""/14.30 MM (Random degree)",
01 Invoice,111111111111111,ABC LTD.,IN5H0000812,9/13/2024,9/1/2024,9/30/2024,"16,082.60",-,GENE,10035XXXXX00003,Steel from (Bevel chips) Pipe Edge Trimming,
01 Invoice,111111111111111,ABC LTD.,IN20012193,9/13/2024,9/1/2024,9/30/2024,"4,171.31",-,ABU,10003XXXXX00003,HEB 240X083.20 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012192,9/13/2024,9/1/2024,9/30/2024,"31,245.72",-,ABU,10003XXXXX00003,HEB 340X134.00 KG/MX12.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012192,9/13/2024,9/1/2024,9/30/2024,"117,171.36",-,ABU,10003XXXXX00003,HEB 340X134.00 KG/MX10.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012171,9/13/2024,9/1/2024,9/30/2024,"6,556.00",-,DANE,10000XXXXX00003,MS PLATE 2.00X12.00X06.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012171,9/13/2024,9/1/2024,9/30/2024,"26,224.00",-,DANE,10000XXXXX00003,MS PLATE 2.00X12.00X06.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012194,9/13/2024,9/1/2024,9/30/2024,"1,582.56",-,ABU,10003XXXXX00003,MS PLATE 2.00X06.00X06.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012171,9/13/2024,9/1/2024,9/30/2024,"4,203.00",-,DANE,10000XXXXX00003,HR PLATE 2.00X06.00X15.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012172,9/13/2024,9/1/2024,9/30/2024,"80,735.04",-,J K,XXXXX,ALUMINIZED COIL 00.80X1000,
01 Invoice,111111111111111,ABC LTD.,IN5H0000839,9/14/2024,9/1/2024,9/30/2024,"15,982.94",-,BRAN,XXXXX,CS TWO PIECE BEND DN2000 17.97 DEG,
01 Invoice,111111111111111,ABC LTD.,IN5H0000840,9/14/2024,9/1/2024,9/30/2024,"62,749.14",-,BRAN,XXXXX,CS FIVE PIECE BEND DN2000 90.00 DEG,
01 Invoice,111111111111111,ABC LTD.,IN20012209,9/14/2024,9/1/2024,9/30/2024,"211,100.44",-,SAUD,30019XXXXX10003,LSAW 1422.40X35.00 MMX24.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012209,9/14/2024,9/1/2024,9/30/2024,"184,712.06",-,SAUD,30019XXXXX10003,LSAW 1422.40X35.00 MMX21.00 M,
01 Invoice,111111111111111,ABC LTD.,IN5H0000810,9/14/2024,9/1/2024,9/30/2024,"399,353.56",-,AL R,30005XXXXX10003,COATED PIPE 1016.00X12.70 MMX18.00 M/RTCC,
01 Invoice,111111111111111,ABC LTD.,IN5H0000827,9/14/2024,9/1/2024,9/30/2024,"332,753.11",-,AL R,30005XXXXX10003,COATED PIPE 1016.00X12.70 MMX18.00 M/RTCC,
01 Invoice,111111111111111,ABC LTD.,IN5H0000849,9/14/2024,9/1/2024,9/30/2024,"153,074.94",-,ALBA,31057XXXXX00003,CSP 0762.00X16.00 MM /24.00 M/ALBAWARDI,
01 Invoice,111111111111111,ABC LTD.,IN5H0000822,9/14/2024,9/1/2024,9/30/2024,"591,560.42",-,ALBA,31057XXXXX00003,CSP 0925.00X21.00 MM /28.00 M/ALBAWARDI,
01 Invoice,111111111111111,ABC LTD.,IN20012241,9/16/2024,9/1/2024,9/30/2024,"14,474.31",-,NATI,10415XXXXX00003,HR PLATE 2.30X11.80X20.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012241,9/16/2024,9/1/2024,9/30/2024,"22,416.17",-,NATI,10415XXXXX00003,HR PLATE 2.30X11.80X30.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012241,9/16/2024,9/1/2024,9/30/2024,"18,680.47",-,NATI,10415XXXXX00003,HR PLATE 2.30X11.80X25.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012179,9/16/2024,9/1/2024,9/30/2024,"11,014.05",-,ARCE,XXXXX,AU25-(750X450X14.50 MMX110.40 KG/M)X12.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012179,9/16/2024,9/1/2024,9/30/2024,"32,844.06",-,ARCE,XXXXX,AU25-(750X450X14.50 MMX110.40 KG/M)X09.80 M/UCC,
01 Invoice,111111111111111,ABC LTD.,IN20012179,9/16/2024,9/1/2024,9/30/2024,"3,945.24",-,ARCE,XXXXX,E 22X10.22 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012179,9/16/2024,9/1/2024,9/30/2024,"1,299.95",-,ARCE,XXXXX,E 22X10.22 KG/MX10.70 M,
01 Invoice,111111111111111,ABC LTD.,IN20012180,9/16/2024,9/1/2024,9/30/2024,"60,760.00",-,Q ST,10053XXXXX00003,PLATE 1.50X03.00X06.50 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012179,9/16/2024,9/1/2024,9/30/2024,"12,406.19",-,ARCE,XXXXX,ROUNDED HEAD SHEAR STUD M19 X 400 MM LEN,
01 Invoice,111111111111111,ABC LTD.,IN70001907,9/17/2024,9/1/2024,9/30/2024,"22,124.01",-,ARCE,10030XXXXX00003,SCRAPPILES-AU20,
01 Invoice,111111111111111,ABC LTD.,IN20012198,9/17/2024,9/1/2024,9/30/2024,"35,437.50",-,SCRA,10035XXXXX00003,SCRAPPILES-AU20,
01 Invoice,111111111111111,ABC LTD.,IN20012175,9/17/2024,9/1/2024,9/30/2024,"15,206.62",-,ARCE,10030XXXXX00003,PYLON-BG0038,
01 Invoice,111111111111111,ABC LTD.,IN20012176,9/17/2024,9/1/2024,9/30/2024,"78,277.57",-,ARCE,10030XXXXX00003,PYLON-BG0067,
01 Invoice,111111111111111,ABC LTD.,IN20012177,9/17/2024,9/1/2024,9/30/2024,"78,277.57",-,ARCE,10030XXXXX00003,PYLON-BG0067,
01 Invoice,111111111111111,ABC LTD.,IN20012178,9/17/2024,9/1/2024,9/30/2024,"78,277.57",-,ARCE,10030XXXXX00003,PYLON-BG0067,
01 Invoice,111111111111111,ABC LTD.,IN20012219,9/17/2024,9/1/2024,9/30/2024,"8,963.13",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,
01 Invoice,111111111111111,ABC LTD.,IN5H0000821,9/17/2024,9/1/2024,9/30/2024,"644,475.10",-,ARCE,10030XXXXX00003,CSP 1219.20X20.00 MMX23.00 M/SIXCO MBL JV,
01 Invoice,111111111111111,ABC LTD.,IN20012184,9/18/2024,9/1/2024,9/30/2024,"220,288.98",-,ARCE,XXXXX,AU25-(750X450X14.50 MM)X16.30 M/UCC/TYPE-A,
01 Invoice,111111111111111,ABC LTD.,IN20012185,9/18/2024,9/1/2024,9/30/2024,"208,142.57",-,ARCE,XXXXX,AU25-(750X450X14.50 MM)X16.30 M/UCC,
01 Invoice,111111111111111,ABC LTD.,IN20012199,9/18/2024,9/1/2024,9/30/2024,"20,498.79",-,LAMP,10023XXXXX00003,"W 0360X200X072.00 KG/M (14X08.00X048) LBSX11.80 M
 item 1-5pcs",
01 Invoice,111111111111111,ABC LTD.,IN20012199,9/18/2024,9/1/2024,9/30/2024,"14,745.64",-,LAMP,10023XXXXX00003,"W 0460X280X144.00 KG/M (18X11.00X097) LBSX10.50 M
 item 2-2pcs",
01 Invoice,111111111111111,ABC LTD.,IN20012199,9/18/2024,9/1/2024,9/30/2024,"22,118.44",-,LAMP,10023XXXXX00003,"W 0460X280X144.00 KG/M (18X11.00X097) LBSX10.50 M
 item 2-3pcs",
01 Invoice,111111111111111,ABC LTD.,IN20012199,9/18/2024,9/1/2024,9/30/2024,"7,864.36",-,LAMP,10023XXXXX00003,"W 0460X280X144.00 KG/M (18X11.00X097) LBSX11.20 M
 item2-1pc",
01 Invoice,111111111111111,ABC LTD.,IN20012199,9/18/2024,9/1/2024,9/30/2024,"8,284.65",-,LAMP,10023XXXXX00003,"W 0460X280X144.00 KG/M (18X11.00X097) LBSX11.80 M
 item2-1pc",
01 Invoice,111111111111111,ABC LTD.,IN5H0000837,9/18/2024,9/1/2024,9/30/2024,"53,595.47",-,GREE,10030XXXXX00003,COATED PIPE 0609.60X07.14 MMX12.00 M/GOG,
01 Invoice,111111111111111,ABC LTD.,IN20012197,9/19/2024,9/1/2024,9/30/2024,"360,640.00",-,Q ST,10053XXXXX00003,PLATE 1.50X03.00X06.50 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012189,9/19/2024,9/1/2024,9/30/2024,"271,683.84",-,C.D.,XXXXX,FOOT PLATE - BG0044,
01 Invoice,111111111111111,ABC LTD.,IN20012190,9/19/2024,9/1/2024,9/30/2024,"271,683.84",-,C.D.,XXXXX,FOOT PLATE - BG0044,
01 Invoice,111111111111111,ABC LTD.,IN20012181,9/19/2024,9/1/2024,9/30/2024,"26,857.28",-,ARCE,10030XXXXX00003,MS PLATE 2.00X12.00X10.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012181,9/19/2024,9/1/2024,9/30/2024,"3,518.23",-,ARCE,10030XXXXX00003,MS PLATE 2.00X12.00X06.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012182,9/19/2024,9/1/2024,9/30/2024,"44,533.16",-,ARCE,10030XXXXX00003,W 0250X145X032.70 KG/M(10X05.75X022) LBSX12.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012183,9/19/2024,9/1/2024,9/30/2024,"6,984.94",-,ARCE,10030XXXXX00003,FITINGS/BEND/PETROJET,
01 Invoice,111111111111111,ABC LTD.,IN20012187,9/20/2024,9/1/2024,9/30/2024,57.56,-,ARCE,XXXXX,EQUAL ANGLE 040X040X06.00 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,354.62,-,ARCE,XXXXX,EQUAL ANGLE 060X060X06.00 MMX12.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,"1,594.65",-,ARCE,XXXXX,EQUAL ANGLE 080X080X08.00 MMX12.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,"4,051.14",-,ARCE,XXXXX,EQUAL ANGLE 120X120X12.00 MMX12.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,"1,093.61",-,ARCE,XXXXX,EQUAL ANGLE 150X150X15.00 MMX12.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,145.58,-,ARCE,XXXXX,EQUAL ANGLE 050X050X06.00 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,310.74,-,ARCE,XXXXX,EQUAL ANGLE 100X100X10.00 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012187,9/20/2024,9/1/2024,9/30/2024,"24,296.35",-,ARCE,XXXXX,HEB 140X033.70 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012187,9/20/2024,9/1/2024,9/30/2024,"2,229.03",-,ARCE,XXXXX,HEB 180X051.20 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,"5,314.95",-,ARCE,XXXXX,FB 050X06 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,19.87,-,ARCE,XXXXX,FB 025X06 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,"1,326.96",-,ARCE,XXXXX,FB 038X06 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,"4,295.36",-,ARCE,XXXXX,FB 100X10 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012187,9/20/2024,9/1/2024,9/30/2024,116.88,-,ARCE,XXXXX,FB 040X06 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012187,9/20/2024,9/1/2024,9/30/2024,"5,697.90",-,ARCE,XXXXX,FB 050X08 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012187,9/20/2024,9/1/2024,9/30/2024,"1,460.64",-,ARCE,XXXXX,FB 050X10 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012187,9/20/2024,9/1/2024,9/30/2024,146.1,-,ARCE,XXXXX,FB 060X10 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012187,9/20/2024,9/1/2024,9/30/2024,219.16,-,ARCE,XXXXX,FB 090X10 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012187,9/20/2024,9/1/2024,9/30/2024,"5,857.36",-,ARCE,XXXXX,FB 038X06 MMX06.0 M,
01 Invoice,111111111111111,ABC LTD.,IN5H0000888,9/20/2024,9/1/2024,9/30/2024,"7,029.00",-,NAHE,10411XXXXX00003,CSP 1016.00X07.92 MMX18.070 M/2PLCF23-2540,
01 Invoice,111111111111111,ABC LTD.,IN5H0000888,9/20/2024,9/1/2024,9/30/2024,"7,029.00",-,NAHE,10411XXXXX00003,CSP 1016.00X07.92 MMX18.070 M/2PLCF23-2541,
01 Invoice,111111111111111,ABC LTD.,IN5H0000888,9/20/2024,9/1/2024,9/30/2024,"7,029.00",-,NAHE,10411XXXXX00003,CSP 1016.00X07.92 MMX18.080 M/2PLCF23-2543,
01 Invoice,111111111111111,ABC LTD.,IN20012187,9/20/2024,9/1/2024,9/30/2024,"1,461.60",-,ARCE,XXXXX,UPN 080X045X008.64 KG/MX12.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012187,9/20/2024,9/1/2024,9/30/2024,583.39,-,ARCE,XXXXX,UPN 120X055X013.40 KG/MX11.80 M,
01 Invoice,111111111111111,ABC LTD.,IN20012187,9/20/2024,9/1/2024,9/30/2024,"1,802.52",-,ARCE,XXXXX,UPN 140X060X016.00 KG/MX12.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012187,9/20/2024,9/1/2024,9/30/2024,"2,258.24",-,ARCE,XXXXX,UPN 180X070X022.00 KG/MX12.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,301.2,-,ARCE,XXXXX,UPN 100X050X010.60 KG/MX12.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,"1,143.72",-,ARCE,XXXXX,UPN 160X065X018.80 KG/MX12.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012191,9/20/2024,9/1/2024,9/30/2024,"9,585.77",-,ARCE,10030XXXXX00003,TRI ANGULAR PLATE 0.555X0.400X18.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012186,9/20/2024,9/1/2024,9/30/2024,"6,004.73",-,ARCE,10030XXXXX00003,BQ PLATE 2.50X12.00X06.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012186,9/20/2024,9/1/2024,9/30/2024,"22,760.72",-,ARCE,10030XXXXX00003,BQ PLATE 2.50X12.00X10.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012186,9/20/2024,9/1/2024,9/30/2024,"7,909.36",-,ARCE,10030XXXXX00003,BQ PLATE 2.50X06.00X14.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012186,9/20/2024,9/1/2024,9/30/2024,"19,271.68",-,ARCE,10030XXXXX00003,BQ PLATE 3.05X12.00X15.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012186,9/20/2024,9/1/2024,9/30/2024,"37,225.56",-,ARCE,10030XXXXX00003,BQ PLATE 2.50X12.00X18.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012186,9/20/2024,9/1/2024,9/30/2024,"20,579.52",-,ARCE,10030XXXXX00003,BQ PLATE 2.50X12.00X20.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012186,9/20/2024,9/1/2024,9/30/2024,"22,822.79",-,ARCE,10030XXXXX00003,BQ PLATE 3.05X12.00X18.00 MM,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,335.72,-,ARCE,XXXXX,SB 025 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,50.53,-,ARCE,XXXXX,ROUND BAR 020 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN20012188,9/20/2024,9/1/2024,9/30/2024,26.99,-,ARCE,XXXXX,ROUND BAR 016 MMX06.00 M,
01 Invoice,111111111111111,ABC LTD.,IN5H0000834,9/20/2024,9/1/2024,9/30/2024,"75,820.52",-,ARCE,10030XXXXX00003,CSP 1219.20X20.00 MMX23.00 M/SIXCO MBL JV,
01 Invoice,111111111111111,ABC LTD.,IN5H0000888,9/20/2024,9/1/2024,9/30/2024,"1,782.00",-,NAHE,10411XXXXX00003,COATED PIPE 1016.00X07.92 MMX12.00 M/PIONEER,
01 Invoice,111111111111111,ABC LTD.,IN5H0000850,9/20/2024,9/1/2024,9/30/2024,"42,818.50",-,ARCE,10030XXXXX00003,CSP 2073.20X20.62 MMX12.00 M/PETROJET,
01 Invoice,111111111111111,ABC LTD.,IN5H0000850,9/20/2024,9/1/2024,9/30/2024,"145,312.09",-,ARCE,10030XXXXX00003,CSP 2082.00X25.00 MMX12.00 M/PETROJET,
01 Invoice,111111111111111,ABC LTD.,IN20012200,9/21/2024,9/1/2024,9/30/2024,"198,070.02",-,ARCE,XXXXX,AU25-(750X450X14.50 MM)X16.30 M/UCC/TYPE-A,
01 Invoice,111111111111111,ABC LTD.,IN20012201,9/21/2024,9/1/2024,9/30/2024,"220,077.84",-,ARCE,XXXXX,AU25-(750X450X14.50 MM)X16.30 M/UCC/TYPE-A,
01 Invoice,111111111111111,ABC LTD.,IN5H0000841,9/22/2024,9/1/2024,9/30/2024,"591,560.42",-,ALBA,31057XXXXX00003,CSP 0925.00X21.00 MM /28.00 M/ALBAWARDI,
01 Invoice,111111111111111,ABC LTD.,IN5H0000855,9/23/2024,9/1/2024,9/30/2024,"62,749.14",-,BRAN,XXXXX,CS FIVE PIECE BEND DN2000 90.00 DEG,
01 Invoice,111111111111111,ABC LTD.,IN5H0000855,9/23/2024,9/1/2024,9/30/2024,"62,749.14",-,BRAN,XXXXX,CS FIVE PIECE BEND DN2000 90.00 DEG,
01 Invoice,111111111111111,ABC LTD.,IN5H0000855,9/23/2024,9/1/2024,9/30/2024,"15,982.94",-,BRAN,XXXXX,DN2000X20.62 BEND - 3.39°,
01 Invoice,111111111111111,ABC LTD.,IN5H0000855,9/23/2024,9/1/2024,9/30/2024,"15,982.94",-,BRAN,XXXXX,DN2000X20.62 BEND - 3.98°,
01 Invoice,111111111111111,ABC LTD.,IN5H0000855,9/23/2024,9/1/2024,9/30/2024,"15,982.94",-,BRAN,XXXXX,DN2000X20.62 BEND - 4.39°,
01 Invoice,111111111111111,ABC LTD.,IN5H0000855,9/23/2024,9/1/2024,9/30/2024,"15,982.94",-,BRAN,XXXXX,DN2000X20.62 BEND - 15.9°,
