Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Received Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),Supplier Name,Supplier TRN,Clear description of the supply,VAT Amount AED,VAT Amount Recovered AED,VAT adjustments
01 Invoice,111111111111111,ABC LTD.,CD5524097895,9/17/2024,9/30/2024,9/1/2024,9/30/2024,"6,402.00",JOTU,10001XXXXX00003,RESIST 86 PAINT,320.1,320.1,-
01 Invoice,111111111111111,ABC LTD.,OM/TINV/2024/0294,9/3/2024,9/30/2024,9/1/2024,9/30/2024,"19,414.80",OILM,10037XXXXX00003,"DI DO EM223 MODULE ,TYPE-223-1BL22-0XA0 FOR OVEN",970.74,970.74,-
01 Invoice,111111111111111,ABC LTD.,4912624,9/12/2024,9/30/2024,9/1/2024,9/30/2024,"3,972.00",LION,10038XXXXX00003,PORTABLE OVEN 10 KG,198.6,198.6,-
01 Invoice,111111111111111,ABC LTD.,INV/RHS/24/20186,9/30/2024,9/30/2024,9/1/2024,9/30/2024,75.00,RAIS,10029XXXXX00003,INV/RHS/24/20186-AGEN FEE,3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,8919,9/26/2024,9/30/2024,9/1/2024,9/30/2024,"6,745.00",CALO,10032XXXXX00003,"CERAMIC BAND HEATER ID-200MM X 35 MM WIDTH,250 WATT,220V",337.25,337.25,-
01 Invoice,111111111111111,ABC LTD.,INV/RHS/24/20176,9/30/2024,9/30/2024,9/1/2024,9/30/2024,75.00,RAIS,10029XXXXX00003,INV/RHS/24/20176-AGEN FEE,3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,INV/RHS/24/20172,9/30/2024,9/30/2024,9/1/2024,9/30/2024,75.00,RAIS,10029XXXXX00003,INV/RHS/24/20172-AGENT FEE,3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,inV/2024/00193,9/27/2024,9/30/2024,9/1/2024,9/30/2024,"2,274.60",PROT,10020XXXXX00003,CURRENT TRANSFORMER 250/5,113.73,113.73,-
01 Invoice,111111111111111,ABC LTD.,INV/RHS/24/20093,9/30/2024,9/30/2024,9/1/2024,9/30/2024,75.00,RAIS,10029XXXXX00003,INV/RHS/24/20093-AGENT FEE,3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,INV/2024/00194,9/28/2024,9/30/2024,9/1/2024,9/30/2024,762.00,PROT,10020XXXXX00003,CURRENT TRANSFORMER 500/5,38.1,38.1,-
01 Invoice,111111111111111,ABC LTD.,31887,9/28/2024,9/30/2024,9/1/2024,9/30/2024,"2,720.00",RUKN,10031XXXXX00003,BATTERY 12 V,136,136,-
01 Invoice,111111111111111,ABC LTD.,71498,9/27/2024,9/30/2024,9/1/2024,9/30/2024,"11,706.60",ALIF,10000XXXXX00003,SAFETY SHOES,585.33,585.33,-
01 Invoice,111111111111111,ABC LTD.,71543,9/28/2024,9/30/2024,9/1/2024,9/30/2024,230.00,ALIF,10000XXXXX00003,SAFETY JACKET YELLOW,11.5,11.5,-
01 Invoice,111111111111111,ABC LTD.,ES-IN-2830,8/30/2024,9/30/2024,9/1/2024,9/30/2024,"4,096.00",ELIT,10058XXXXX00003,Staff Welfare- blue color t shirt,204.8,204.80,-
01 Invoice,111111111111111,ABC LTD.,ACS/2024/0674,9/1/2024,9/30/2024,9/1/2024,9/30/2024,"6,892.00",ACE,10003XXXXX00003,WIRE ROPE FOR EOT 11 MM DIA X 31.90 MTR,344.6,344.6,-
01 Invoice,111111111111111,ABC LTD.,17299,9/3/2024,9/30/2024,9/1/2024,9/30/2024,"15,359.00",SHAR,10056XXXXX00003,Sales Promotion Expenses- Rental Space with buildup stand in Big 5 2024 (9sqm),767.95,767.95,-
01 Invoice,111111111111111,ABC LTD.,13630004,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"7,600.00",JOTU,10001XXXXX00003,JOTUN PIOLET QD PRIMER GREY (20LTR),380,380,-
01 Invoice,111111111111111,ABC LTD.,679,9/24/2024,9/30/2024,9/1/2024,9/30/2024,"1,000.00",DELT,10024XXXXX00003,SILICON REPAIR ROLLER FOR PE,50,50,-
01 Invoice,111111111111111,ABC LTD.,20245122,9/23/2024,9/30/2024,9/1/2024,9/30/2024,"39,696.60",RIGH,10052XXXXX00003,GUN SHAFT GEMA SYSTEM 1008675,"1,984.83","1,984.83",-
01 Invoice,111111111111111,ABC LTD.,BBG/7005572,9/23/2024,9/30/2024,9/1/2024,9/30/2024,"7,700.00",BLAC,10026XXXXX00003,HYDRAULIC OIL 68,385,385,-
01 Invoice,111111111111111,ABC LTD.,18721,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"15,938.00",ACE,10003XXXXX00003,LOAD INDICATOR SYSTEM,796.9,796.9,-
01 Invoice,111111111111111,ABC LTD.,8097059930,9/26/2024,9/30/2024,9/1/2024,9/30/2024,"160,740.00",AKZO,10002XXXXX00003,INTERZINC 52 E,"8,037.00","8,037.00",-
01 Invoice,111111111111111,ABC LTD.,SI248208,9/24/2024,9/30/2024,9/1/2024,9/30/2024,"2,790.00",BEAR,10034XXXXX00003,BALL BEARING 6214 ZZ SKF,139.5,139.5,-
01 Invoice,111111111111111,ABC LTD.,52139,9/27/2024,9/30/2024,9/1/2024,9/30/2024,"4,800.00",AL Z,10038XXXXX00003,"HYDRAULIC ACCUMULATOR V3.0L, PS 360BAR, PT515 BAR, TS40*80*C, SHELL OD 115m",240,240,-
01 Invoice,111111111111111,ABC LTD.,24/12674,9/27/2024,9/30/2024,9/1/2024,9/30/2024,"18,975.00",INTE,10003XXXXX00003,SHIELD CAP P/NO-2220936 MAX 200 PLAZMA,948.75,948.75,-
01 Invoice,111111111111111,ABC LTD.,16005,9/17/2024,9/30/2024,9/1/2024,9/30/2024,80.00,GOLD,10038XXXXX00003,RUBBER CORD 7 MM,4,4,-
01 Invoice,111111111111111,ABC LTD.,16807,9/28/2024,9/30/2024,9/1/2024,9/30/2024,400.00,GOLD,10038XXXXX00003,CIRCLIP 208 MM EXTERNAL,20,20,-
01 Invoice,111111111111111,ABC LTD.,15840,9/14/2024,9/30/2024,9/1/2024,9/30/2024,"1,185.00",GOLD,10038XXXXX00003,RUBBER CORD 6 MM,59.25,59.25,-
01 Invoice,111111111111111,ABC LTD.,15519,9/10/2024,9/30/2024,9/1/2024,9/30/2024,215.00,GOLD,10038XXXXX00003,O RING OD 14 ID 10mm,10.75,10.75,-
01 Invoice,111111111111111,ABC LTD.,SI240345,9/25/2024,9/30/2024,9/1/2024,9/30/2024,"50,787.60",OOSC,10025XXXXX00003,Coating Charges,"2,539.38","2,539.38",-
01 Invoice,111111111111111,ABC LTD.,15517,9/10/2024,9/30/2024,9/1/2024,9/30/2024,"4,919.00",GOLD,10038XXXXX00003,DUPLEX SPROCKET 1'' X 15 TEETH,245.95,245.95,-
01 Invoice,111111111111111,ABC LTD.,SI240344,9/25/2024,9/30/2024,9/1/2024,9/30/2024,"17,800.00",OOSC,10025XXXXX00003,OTHER SERVICES CHARGES,890,890,-
01 Invoice,111111111111111,ABC LTD.,211000084902,9/2/2024,9/30/2024,9/1/2024,9/30/2024,"3,180.20",GULF,0XXXXX0,HIGH TEMPERATURE GREASE,159.01,159.01,-
01 Invoice,111111111111111,ABC LTD.,BR24-25889-C/R,9/2/2024,9/30/2024,9/1/2024,9/30/2024,220.00,SUPR,10002XXXXX00003,HIGH TEMPERATURE GREASE COPA SLIP,11,11,-
01 Invoice,111111111111111,ABC LTD.,BR24-25945C/R,9/5/2024,9/30/2024,9/1/2024,9/30/2024,140.00,SUPR,10002XXXXX00003,PAINT SPRAY GUN,7,7,-
01 Invoice,111111111111111,ABC LTD.,BR24-26253-C/R,9/26/2024,9/30/2024,9/1/2024,9/30/2024,"1,530.00",SUPR,10002XXXXX00003,NATIONAL THINNER DRUM,76.5,76.5,-
01 Invoice,111111111111111,ABC LTD.,SI240342,9/25/2024,9/30/2024,9/1/2024,9/30/2024,"13,278.60",OOSC,10025XXXXX00003,COATINGCHGOOSC,663.93,663.93,-
01 Invoice,111111111111111,ABC LTD.,CCI-47904,9/7/2024,9/30/2024,9/1/2024,9/30/2024,"38,009.40",ZAKH,10004XXXXX00003,ARMOURED CABLE 25 X 4 CORE,"1,900.47","1,900.47",-
01 Invoice,111111111111111,ABC LTD.,CCI-47878,9/4/2024,9/30/2024,9/1/2024,9/30/2024,"18,455.00",ZAKH,10004XXXXX00003,COPPER ARMOURED CABLE 2.5 SQM X 4 CORE,922.75,922.75,-
01 Invoice,111111111111111,ABC LTD.,ACT/FZE/24/138,9/24/2024,9/30/2024,9/1/2024,9/30/2024,"94,957.80",APPL,0XXXXX0,Coating Charges,"4,747.89","4,747.89",-
01 Invoice,111111111111111,ABC LTD.,275638,9/12/2024,9/30/2024,9/1/2024,9/30/2024,"21,181.60",ZAKE,10007XXXXX00003,NYLON SLING BELT 10 TON X 8 MTR,"1,059.08","1,059.08",-
01 Invoice,111111111111111,ABC LTD.,TI 33008561,9/2/2024,9/30/2024,9/1/2024,9/30/2024,"42,000.00",WOLL,10027XXXXX00003,Bevelling Insert/TPUN 310620 1645 CTIP2240/,"2,100.00","2,100.00",-
01 Invoice,111111111111111,ABC LTD.,4011341320,9/12/2024,9/30/2024,9/1/2024,9/30/2024,"3,200.00",TOTA,10005XXXXX00003,HYDRAULIC OIL- 68 TOTAL 208 L,160.00,160.00,-
01 Invoice,111111111111111,ABC LTD.,2710009205,9/6/2024,9/30/2024,9/1/2024,9/30/2024,"1,500.00",THOR,10000XXXXX00003,Hydraulic Cylinder Seal Kit 160 x 90,75.00,75.00,-
01 Invoice,111111111111111,ABC LTD.,S1240315,8/27/2024,9/30/2024,9/1/2024,9/30/2024,"3,003.00",OOSC,10025XXXXX00003,"8""x6.35mm wt x 0.69 (per sq. mtr.) = 137.565 sq. mtr.",150.15,150.15,-
01 Invoice,111111111111111,ABC LTD.,24/12530,9/17/2024,9/30/2024,9/1/2024,9/30/2024,"1,000.00",INTE,10003XXXXX00003,BEND SAW BLADE 34 X 1.1MM,50,50,-
01 Invoice,111111111111111,ABC LTD.,SI240316,8/27/2024,9/30/2024,9/1/2024,9/30/2024,"31,759.40",OOSC,10025XXXXX00003,"Incremental amount to correct the Price 
 Initial PO - AED45/SQM
 Actual Price- AED53/Sqm
 Difference - AED8/Sqm","1,587.97","1,587.97",-
01 Invoice,111111111111111,ABC LTD.,CINV-0002540,9/11/2024,9/30/2024,9/1/2024,9/30/2024,"5,600.00",TECH,10037XXXXX00003,AIR COOLIG JACKET WITH PIPE,280,280,-
01 Invoice,111111111111111,ABC LTD.,MBM/24/593,9/20/2024,9/30/2024,9/1/2024,9/30/2024,918,AL M,10026XXXXX00003,STENCIL CUTTING PAPER 7 X 24,45.9,45.9,-
01 Invoice,111111111111111,ABC LTD.,ACT/FZE/2/131,8/31/2024,9/30/2024,9/1/2024,9/30/2024,"135,688.80",APPL,0XXXXX0,Coating Charges,"6,784.44","6,784.44",-
01 Invoice,111111111111111,ABC LTD.,MBM/24/613,9/2/2024,9/30/2024,9/1/2024,9/30/2024,964.20,AL M,10026XXXXX00003,ALLEN BOLT 16 X 60,48.21,48.21,-
01 Invoice,111111111111111,ABC LTD.,2024/195,9/24/2024,9/30/2024,9/1/2024,9/30/2024,"1,430.00",MOVE,10411XXXXX00003,TRANSPORT CHARGES,71.5,71.5,-
01 Invoice,111111111111111,ABC LTD.,2024/197,9/24/2024,9/30/2024,9/1/2024,9/30/2024,"2,145.00",MOVE,10411XXXXX00003,TRANSPORT CHARGES,107.25,107.25,-
01 Invoice,111111111111111,ABC LTD.,2024/198,9/24/2024,9/30/2024,9/1/2024,9/30/2024,"6,435.00",MOVE,10411XXXXX00003,"Transportation
 PO50005786 - EMEK BORU 
 CAPEX",321.75,321.75,-
01 Invoice,111111111111111,ABC LTD.,R00930,9/18/2024,9/30/2024,9/1/2024,9/30/2024,125.00,PARA,10037XXXXX00003,DOCUMENT CHARGES -[E],6.25,6.25,-
01 Invoice,111111111111111,ABC LTD.,DXBODN240198450,9/16/2024,9/30/2024,9/1/2024,9/30/2024,70.00,ECU,10029XXXXX00003,"DOCUMENT CHARGES -[E]
 
 DO EXTENTION CHARGES 
 EMEK BORU - PO50005075",3.5,3.5,-
01 Invoice,111111111111111,ABC LTD.,R00880,9/7/2024,9/30/2024,9/1/2024,9/30/2024,75.00,PARA,10037XXXXX00003,"Documentation-(E)
 Documentation-(E) Charges from HFZA -JAFZA
 INV#R00880",3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,IBX2414996,9/20/2024,9/30/2024,9/1/2024,9/30/2024,150,IBX,10057XXXXX00003,DOCUMENT CHARGES -[E]-BILL OF ENTRY CHARGES,7.5,7.5,-
01 Invoice,111111111111111,ABC LTD.,2024/194,9/24/2024,9/30/2024,9/1/2024,9/30/2024,"6,475.00",MOVE,10411XXXXX00003,TRANSPORT CHARGES,323.75,323.75,-
01 Invoice,111111111111111,ABC LTD.,2024/199,9/24/2024,9/30/2024,9/1/2024,9/30/2024,"2,860.00",MOVE,10411XXXXX00003,TRANSPORT CHARGES,143,143,-
01 Invoice,111111111111111,ABC LTD.,R00944,9/21/2024,9/30/2024,9/1/2024,9/30/2024,142.8,PARA,10037XXXXX00003,Documentation Expenses,7.14,7.14,-
01 Invoice,111111111111111,ABC LTD.,24013,8/31/2024,9/30/2024,9/1/2024,9/30/2024,"14,000.00",JASB,10036XXXXX00003,DOCUMENT CHARGES- PIPES SHIFTING,700,700,-
01 Invoice,111111111111111,ABC LTD.,INV/1840/2024,9/1/2024,9/30/2024,9/1/2024,9/30/2024,"15,675.00",MERC,10407XXXXX00003,DOCUMENT CHARGES -[E],783.75,783.75,-
01 Invoice,111111111111111,ABC LTD.,R00864,9/3/2024,9/30/2024,9/1/2024,9/30/2024,154.20,PARA,10037XXXXX00003,Documentation Expenses,7.71,7.71,-
01 Invoice,111111111111111,ABC LTD.,R00879,9/7/2024,9/30/2024,9/1/2024,9/30/2024,139.8,PARA,10037XXXXX00003,Documentation Expenses,6.99,6.99,-
01 Invoice,111111111111111,ABC LTD.,R00910,9/14/2024,9/30/2024,9/1/2024,9/30/2024,141.40,PARA,10037XXXXX00003,Documentation Expenses,7.07,7.07,-
01 Invoice,111111111111111,ABC LTD.,R00914,9/16/2024,9/30/2024,9/1/2024,9/30/2024,82.6,PARA,10037XXXXX00003,Port Handling Expenses-(E),4.13,4.13,-
01 Invoice,111111111111111,ABC LTD.,2024/163,8/16/2024,9/30/2024,9/1/2024,9/30/2024,725.00,MOVE,10411XXXXX00003,TRASNPORTATION CHARGES (12 MTR TRAILER FROM HAMRIYA TO JAFZA) 2024/163,36.25,36.25,-
01 Invoice,111111111111111,ABC LTD.,2024/164,8/16/2024,9/30/2024,9/1/2024,9/30/2024,725.00,MOVE,10411XXXXX00003,TRANSPORTATION CHARGES ( 12 mtr trailer from jfza to hfza) 2024/164,36.25,36.25,-
01 Invoice,111111111111111,ABC LTD.,162/24,8/31/2024,9/30/2024,9/1/2024,9/30/2024,715.00,BAHI,10412XXXXX00003,Trasnportation CHARGES (12 MTR TRAILER FROM JAFZA TO HAFZA) 162/24,35.75,35.75,-
01 Invoice,111111111111111,ABC LTD.,2024/196,9/24/2024,9/30/2024,9/1/2024,9/30/2024,"20,020.00",MOVE,10411XXXXX00003,TRANSPORT CHARGES,"1,001.00","1,001.00",-
01 Invoice,111111111111111,ABC LTD.,13742,9/25/2024,9/30/2024,9/1/2024,9/30/2024,350.00,FAKH,10006XXXXX00003,DEGITAL BEAD GAUGE,17.5,17.50,-
01 Invoice,111111111111111,ABC LTD.,13668,9/20/2024,9/30/2024,9/1/2024,9/30/2024,998.00,FAKH,10006XXXXX00003,HACK SAW BLADE 1 1/2 X 18'',49.9,49.9,-
01 Invoice,111111111111111,ABC LTD.,2024/13734,9/24/2024,9/30/2024,9/1/2024,9/30/2024,350.00,FAKH,10006XXXXX00003,DEGITAL BEAD GAUGE,17.5,17.5,-
01 Invoice,111111111111111,ABC LTD.,13643,9/19/2024,9/30/2024,9/1/2024,9/30/2024,"1,875.00",FAKH,10006XXXXX00003,CUTTING WHEEL 1 MM 5'',93.75,93.75,-
01 Invoice,111111111111111,ABC LTD.,13361,9/3/2024,9/30/2024,9/1/2024,9/30/2024,"8,586.00",FAKH,10006XXXXX00003,NOSE MASK N95,429.3,429.3,-
01 Invoice,111111111111111,ABC LTD.,13665,9/20/2024,9/30/2024,9/1/2024,9/30/2024,"4,050.00",FAKH,10006XXXXX00003,CABLE GLAND 32 L,202.5,202.5,-
01 Invoice,111111111111111,ABC LTD.,13667,9/20/2024,9/30/2024,9/1/2024,9/30/2024,900.00,FAKH,10006XXXXX00003,LOCKOUT TAGOUT KIT LOTO,45,45,-
01 Invoice,111111111111111,ABC LTD.,2024/13649,9/19/2024,9/30/2024,9/1/2024,9/30/2024,"2,700.00",FAKH,10006XXXXX00003,SAFETY SHOES VAULTEX,135,135.00,-
01 Invoice,111111111111111,ABC LTD.,13796,9/28/2024,9/30/2024,9/1/2024,9/30/2024,165.00,FAKH,10006XXXXX00003,DOOR LOCK,8.25,8.25,-
01 Invoice,111111111111111,ABC LTD.,13768,9/27/2024,9/30/2024,9/1/2024,9/30/2024,"2,175.00",FAKH,10006XXXXX00003,TRAFIC CONE,108.75,108.75,-
01 Invoice,111111111111111,ABC LTD.,13731,9/24/2024,9/30/2024,9/1/2024,9/30/2024,"1,037.60",FAKH,10006XXXXX00003,PVC FLEXIBLE CONDUIT PIPE 28.5 MM,51.88,51.88,-
01 Invoice,111111111111111,ABC LTD.,MBM/24/540,9/2/2024,9/30/2024,9/1/2024,9/30/2024,"1,657.40",AL M,10026XXXXX00003,DRILL BIT 3.2 MM,82.87,82.87,-
01 Invoice,111111111111111,ABC LTD.,MBM/24/550,9/6/2024,9/30/2024,9/1/2024,9/30/2024,"6,265.00",AL M,10026XXXXX00003,BALL VALVE 2'',313.25,313.25,-
01 Invoice,111111111111111,ABC LTD.,13773,9/27/2024,9/30/2024,9/1/2024,9/30/2024,660.00,FAKH,10006XXXXX00003,SAFETY JACKET ORANGE,33,33,-
01 Invoice,111111111111111,ABC LTD.,MBM/24/551,9/6/2024,9/30/2024,9/1/2024,9/30/2024,40.00,AL M,10026XXXXX00003,CLAW HAMMER F/H BENT 12 OZ,2,2,-
01 Invoice,111111111111111,ABC LTD.,SSD-1580-2024,9/25/2024,9/30/2024,9/1/2024,9/30/2024,"4,900.00",SEVE,10045XXXXX00003,DIESEL,245,245,-
01 Invoice,111111111111111,ABC LTD.,2024/13767,9/27/2024,9/30/2024,9/1/2024,9/30/2024,"3,750.00",FAKH,10006XXXXX00003,CONTROL CABLE 1 SQM X 10 CORE,187.5,187.5,-
01 Invoice,111111111111111,ABC LTD.,SSD-1568-2024,9/22/2024,9/30/2024,9/1/2024,9/30/2024,"6,095.60",SEVE,10045XXXXX00003,DIESEL,304.78,304.78,-
01 Invoice,111111111111111,ABC LTD.,SSD-1567-2024,9/21/2024,9/30/2024,9/1/2024,9/30/2024,"3,920.00",SEVE,10045XXXXX00003,DIESEL,196,196,-
01 Invoice,111111111111111,ABC LTD.,SSD-1577-2024,9/23/2024,9/30/2024,9/1/2024,9/30/2024,"4,312.00",SEVE,10045XXXXX00003,DIESEL,215.6,215.6,-
01 Invoice,111111111111111,ABC LTD.,SSD-1582-2024,9/24/2024,9/30/2024,9/1/2024,9/30/2024,"4,900.00",SEVE,10045XXXXX00003,DIESEL,245,245,-
01 Invoice,111111111111111,ABC LTD.,PINV-44041,9/27/2024,9/30/2024,9/1/2024,9/30/2024,"30,100.00",GULF,10000XXXXX00003,COATED V ROLLER DRIVE,"1,505.00","1,505.00",-
01 Invoice,111111111111111,ABC LTD.,13402,9/4/2024,9/30/2024,9/1/2024,9/30/2024,"5,354.60",FAKH,10006XXXXX00003,CONTRACTOR LC1D-80,267.73,267.73,-
01 Invoice,111111111111111,ABC LTD.,2024/13484,9/9/2024,9/30/2024,9/1/2024,9/30/2024,"1,875.00",FAKH,10006XXXXX00003,CUTTING WHEEL 1 MM 5'',93.75,93.75,-
01 Invoice,111111111111111,ABC LTD.,SI247564,9/4/2024,9/30/2024,9/1/2024,9/30/2024,"19,134.00",BEAR,10034XXXXX00003,BEARING 6306,956.7,956.7,-
01 Invoice,111111111111111,ABC LTD.,3865,9/11/2024,9/30/2024,9/1/2024,9/30/2024,"10,850.00",ATLA,10034XXXXX00003,"DIGITAL ENERGY METER,3 PHASE,4 WIRE",542.5,542.5,-
01 Invoice,111111111111111,ABC LTD.,1611845,9/10/2024,9/30/2024,9/1/2024,9/30/2024,"6,200.00",AL S,10030XXXXX00003,"ROLLING OF ISMC 75 X40, ID 4000MM",310,310,-
01 Invoice,111111111111111,ABC LTD.,1124003832,9/5/2024,9/30/2024,9/1/2024,9/30/2024,"32,022.00",ATLA,10028XXXXX00003,PIPE 1622361900 GA75 ATALAS CAPACO,"1,601.10","1,601.10",-
01 Invoice,111111111111111,ABC LTD.,70279,9/2/2024,9/30/2024,9/1/2024,9/30/2024,"3,264.00",ALIF,10000XXXXX00003,LEATHER HAND GLOVES FIRE RESISTENT,163.2,163.20,-
01 Invoice,111111111111111,ABC LTD.,976726,9/10/2024,9/30/2024,9/1/2024,9/30/2024,440.00,AL K,10026XXXXX00003,PLUMBER BLOCK SNL 511-609,22,22.00,-
01 Invoice,111111111111111,ABC LTD.,31700,9/20/2024,9/30/2024,9/1/2024,9/30/2024,"4,080.00",RUKN,10031XXXXX00003,BATTERY 12 V 180 AH AMARON,204,204,-
01 Invoice,111111111111111,ABC LTD.,13507,9/10/2024,9/30/2024,9/1/2024,9/30/2024,"2,050.00",FAKH,10006XXXXX00003,GRINDING MACHINE AG-5 DEWAL,102.5,102.50,-
01 Invoice,111111111111111,ABC LTD.,INV2024/00190,9/16/2024,9/30/2024,9/1/2024,9/30/2024,297.00,PROT,10020XXXXX00003,CUTTNG BLADE FOR END CAP MACHINE 18X125X140MM,14.85,14.85,-
01 Invoice,111111111111111,ABC LTD.,26506,9/17/2024,9/30/2024,9/1/2024,9/30/2024,290.00,PNEU,10045XXXXX00003,PVC BREADED HOSE 2'' 30 Mtr,14.5,14.50,-
01 Invoice,111111111111111,ABC LTD.,HYD/560/PP/2024,9/4/2024,9/30/2024,9/1/2024,9/30/2024,"36,200.00",PION,10047XXXXX00003,HYDRAULIC POWER PACK 250 LTR 15HP MOTOR VANE PUMP PVR50 WITH UNLOADING RELI,"1,810.00","1,810.00",-
01 Invoice,111111111111111,ABC LTD.,HYD/561/PP/2024,9/5/2024,9/30/2024,9/1/2024,9/30/2024,220.00,PION,10047XXXXX00003,"PRESSURE RELIEF VALVE DPRS06-K-315, POLYHYDRON",11.00,11.00,-
01 Invoice,111111111111111,ABC LTD.,2024/13538,9/12/2024,9/30/2024,9/1/2024,9/30/2024,"1,506.00",FAKH,10006XXXXX00003,GRINDING MACHINE AG-5 DEWAL,75.3,75.3,-
01 Invoice,111111111111111,ABC LTD.,1873/2024,9/19/2024,9/30/2024,9/1/2024,9/30/2024,"1,920.00",PION,10047XXXXX00003,"TWIN GAS HOSE 1/4"" X 50FT USA",96,96,-
01 Invoice,111111111111111,ABC LTD.,13618,9/17/2024,9/30/2024,9/1/2024,9/30/2024,"1,030.00",FAKH,10006XXXXX00003,LOCTITE 248,51.50,51.50,-
01 Invoice,111111111111111,ABC LTD.,4778,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"1,520.00",PURE,10055XXXXX00003,LPG 44 KG (YELLOW),76,76,-
01 Invoice,111111111111111,ABC LTD.,13772,9/27/2024,9/30/2024,9/1/2024,9/30/2024,"3,355.00",FAKH,10006XXXXX00003,METAL MARKER WHITE,167.75,167.75,-
01 Invoice,111111111111111,ABC LTD.,4715,9/23/2024,9/30/2024,9/1/2024,9/30/2024,"1,330.00",PURE,10055XXXXX00003,LPG 44 KG (YELLOW),66.50,66.50,-
01 Invoice,111111111111111,ABC LTD.,13825,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"1,500.00",FAKH,10006XXXXX00003,CABLE TIE 200 MM,75,75,-
01 Invoice,111111111111111,ABC LTD.,13683,9/21/2024,9/30/2024,9/1/2024,9/30/2024,"7,200.00",FAKH,10006XXXXX00003,POLYTHENE SHEET 1000G (4KG) 3.6 x 11Mtr,360,360,-
01 Invoice,111111111111111,ABC LTD.,4707,9/21/2024,9/30/2024,9/1/2024,9/30/2024,"2,016.00",PURE,10055XXXXX00003,OXYGEN 240 CU.FT,100.8,100.8,-
01 Invoice,111111111111111,ABC LTD.,4734,9/25/2024,9/30/2024,9/1/2024,9/30/2024,"1,426.00",PURE,10055XXXXX00003,OXYGEN 240 CU.FT,71.3,71.3,-
01 Invoice,111111111111111,ABC LTD.,2024/206,9/3/2024,9/30/2024,9/1/2024,9/30/2024,"3,575.00",MOVE,10411XXXXX00003,TRANSPORTATION CHARGES - 2024/206 (PO-50004978),178.75,178.75,-
01 Invoice,111111111111111,ABC LTD.,2024/203,9/30/2024,9/30/2024,9/1/2024,9/30/2024,"33,500.00",MOVE,10411XXXXX00003,INTERNAL SHIFTING CHARGES (12 MTR) TRAILER - 2024/203,"1,675.00","1,675.00",-
01 Invoice,111111111111111,ABC LTD.,4765,9/30/2024,9/30/2024,9/1/2024,9/30/2024,120.00,PURE,10055XXXXX00003,OXYGEN 240 CU.FT,6,6,-
01 Invoice,111111111111111,ABC LTD.,R00976,9/28/2024,9/30/2024,9/1/2024,9/30/2024,75.00,PARA,10037XXXXX00003,"Documentation-(E) Charges from HFZA - JAFZA
 SO50001030
 INV#R00976",3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,4587,9/5/2024,9/30/2024,9/1/2024,9/30/2024,"2,020.00",PURE,10055XXXXX00003,OXYGEN 240 CU.FT,101,101,-
01 Invoice,111111111111111,ABC LTD.,R00941,9/21/2024,9/30/2024,9/1/2024,9/30/2024,75.00,PARA,10037XXXXX00003,DOCUMENT CHARGES -[E]- R00941,3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,4629,9/10/2024,9/30/2024,9/1/2024,9/30/2024,168.00,PURE,10055XXXXX00003,OXYGEN 240 CU.FT,8.4,8.4,-
01 Invoice,111111111111111,ABC LTD.,R00943,9/21/2024,9/30/2024,9/1/2024,9/30/2024,75.00,PARA,10037XXXXX00003,DOCUMENT CHARGES - R00943,3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,R00927,9/18/2024,9/30/2024,9/1/2024,9/30/2024,75.00,PARA,10037XXXXX00003,GATE PASS CHARGES - R00927,3.75,3.75,-
01 Invoice,111111111111111,ABC LTD.,4648,9/12/2024,9/30/2024,9/1/2024,9/30/2024,440.00,PURE,10055XXXXX00003,OXYGEN 240 CU.FT,22,22.00,-
01 Invoice,111111111111111,ABC LTD.,4574,9/3/2024,9/30/2024,9/1/2024,9/30/2024,144.00,PURE,10055XXXXX00003,OXYGEN 240 CU.FT,7.2,7.20,-
01 Invoice,111111111111111,ABC LTD.,4691,9/19/2024,9/30/2024,9/1/2024,9/30/2024,"1,710.00",PURE,10055XXXXX00003,LPG 44 KG (YELLOW),85.5,85.5,-
01 Invoice,111111111111111,ABC LTD.,175,9/10/2024,9/30/2024,9/1/2024,9/30/2024,"9,996.00",META,10056XXXXX00003,"Recruitment Charges
 HSE Engineer",499.80,499.80,-
01 Invoice,111111111111111,ABC LTD.,AF-742/2024,9/7/2024,9/30/2024,9/1/2024,9/30/2024,"4,500.00",ARAB,10032XXXXX00003,Rental Charges,225,225,-
