Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Received Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),Supplier Name,Supplier TRN,Clear description of the supply,VAT Amount AED,VAT Amount Recovered AED,VAT adjustments
01 Invoice,111111111111111,ABC LTD.,87712,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"8,060.00",DOUB,10023XXXXX00003,ACETYLENE 210 CFT,403,403,-
01 Invoice,111111111111111,ABC LTD.,SSD-0906-2024,5/22/2024,5/31/2024,5/1/2024,5/31/2024,"8,000.00",SEVE,10045XXXXX00003,DIESEL,400,400,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"7,935.91",ASIA,10000XXXXX00003,Consumables,396.78,396.78,-
01 Invoice,111111111111111,ABC LTD.,240530047,5/22/2024,5/30/2024,5/1/2024,5/31/2024,"7,855.07",ASSE,10028XXXXX00003,HEAVY STEEL (61-150KG/M),392.77,392.77,-
01 Invoice,111111111111111,ABC LTD.,87711,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"7,735.00",DOUB,10023XXXXX00003,ACETYLENE 210 CFT,386.75,386.75,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"7,697.56",ASIA,10000XXXXX00003,Consumables,384.88,384.88,-
01 Invoice,111111111111111,ABC LTD.,2024/089,5/29/2024,5/31/2024,5/1/2024,5/31/2024,"7,680.00",MOVE,10411XXXXX00003,Transportation,384,384,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"7,654.11",ASIA,10000XXXXX00003,Consumables,382.71,382.71,-
01 Invoice,111111111111111,ABC LTD.,11995,5/10/2024,5/31/2024,5/1/2024,5/31/2024,"7,650.00",FAKH,10006XXXXX00003,NYLON ROPE 16MM,382.5,382.5,-
01 Invoice,111111111111111,ABC LTD.,AHTD/2024/164,5/22/2024,5/31/2024,5/1/2024,5/31/2024,"7,604.80",ACE,10003XXXXX00003,REMOTE EOT 32 T HETRONIC,380.24,380.24,-
01 Invoice,111111111111111,ABC LTD.,AST-AJM-02226,5/29/2024,5/31/2024,5/1/2024,5/31/2024,"7,600.00",ARAB,10058XXXXX00003,Transportation,380,380,-
01 Invoice,111111111111111,ABC LTD.,240530046,5/22/2024,5/30/2024,5/1/2024,5/31/2024,"7,529.69",ASSE,10028XXXXX00003,Raw Materials,376.47,376.47,-
01 Invoice,111111111111111,ABC LTD.,DSIN209690,5/22/2024,5/31/2024,5/1/2024,5/31/2024,"7,470.18",DAYA,10000XXXXX00003,UPN 200X075X025.30 KG/MX12.00 M,373.51,373.51,-
01 Invoice,111111111111111,ABC LTD.,240530047,5/22/2024,5/30/2024,5/1/2024,5/31/2024,"7,428.59",ASSE,10028XXXXX00003,PLATES,371.44,371.44,-
01 Invoice,111111111111111,ABC LTD.,22246,5/30/2024,5/30/2024,5/1/2024,5/31/2024,"7,267.20",ASIA,10000XXXXX00003,Consumables,363.36,363.36,-
01 Invoice,111111111111111,ABC LTD.,11922,5/27/2024,5/31/2024,5/1/2024,5/31/2024,"7,200.00",FAKH,10006XXXXX00003,POLYTHENE SHEET 1000G (4KG),360,360,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"7,196.26",ASIA,10000XXXXX00003,Consumables,359.83,359.83,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"7,172.58",ASIA,10000XXXXX00003,Consumables,358.62,358.62,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"7,097.11",ASIA,10000XXXXX00003,Consumables,354.87,354.87,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"7,080.65",ASIA,10000XXXXX00003,Consumables,354.03,354.03,-
01 Invoice,111111111111111,ABC LTD.,EEC-1359-24,5/1/2024,5/31/2024,5/1/2024,5/31/2024,"7,068.00",ETMA,10032XXXXX10003,"Temporary Staff Cost
 GENERAL HELPER",353.4,353.4,-
01 Invoice,111111111111111,ABC LTD.,240530030,5/21/2024,5/30/2024,5/1/2024,5/31/2024,"7,043.05",ASSE,10028XXXXX00003,Raw Materials,352.16,352.16,-
01 Invoice,111111111111111,ABC LTD.,11710,5/11/2024,5/31/2024,5/1/2024,5/31/2024,"7,020.00",FAKH,10006XXXXX00003,NYLON ROPE 16MM,351,351,-
01 Invoice,111111111111111,ABC LTD.,242510944,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"7,000.00",HAWK,10006XXXXX00003,"Security Expenses
 Providing Male Security Guard Services at Jafza , Dubai for the month of May 2024",350,350,-
01 Invoice,111111111111111,ABC LTD.,AMT 05-2307-2024,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"7,000.00",AL M,10037XXXXX00003,25MT CRANE- DAILY,350,350,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"6,900.63",ASIA,10000XXXXX00003,Consumables,345.03,345.03,-
01 Invoice,111111111111111,ABC LTD.,1163,5/30/2024,5/30/2024,5/1/2024,5/31/2024,"6,600.00",AMAN,10043XXXXX00003,"Travel
 Hired charge of the 14 Seat bus with driver for pick up and drop only . Basis on monthly agreed rate 6,600AED monthly .
 For the month of May 2024",330,330,-
01 Invoice,111111111111111,ABC LTD.,1497,5/29/2024,5/31/2024,5/1/2024,5/31/2024,"6,500.00",AL I,10056XXXXX00003,Rental Charges- 66 Seater bus inside Hariyah freezone - 2 round trips,325,325,-
01 Invoice,111111111111111,ABC LTD.,2024/092,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"6,475.00",MOVE,10411XXXXX00003,Transportation Charges,323.75,323.75,-
01 Invoice,111111111111111,ABC LTD.,EEC-1359-24,5/1/2024,5/31/2024,5/1/2024,5/31/2024,"6,287.50",ETMA,10032XXXXX10003,"Temporary Staff Cost
 TIG WEDER",314.38,314.38,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"6,127.57",ASIA,10000XXXXX00003,Consumables,306.4,306.4,-
01 Invoice,111111111111111,ABC LTD.,162,5/17/2024,5/23/2024,5/1/2024,5/31/2024,"6,000.00",META,10056XXXXX00003,"Salaries&Wages
 Finance Admin Position - May 2024",300,300,-
01 Invoice,111111111111111,ABC LTD.,2024/095,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"6,000.00",MOVE,10411XXXXX00003,"Transportation
 Transportation Charges from LP to AMDSTC 
 INV# 2024/095
 24 MTR PIPE",300,300,-
01 Invoice,111111111111111,ABC LTD.,SSD-0836-2024,5/9/2024,5/31/2024,5/1/2024,5/31/2024,"6,000.00",SEVE,10045XXXXX00003,DIESEL,300,300,-
01 Invoice,111111111111111,ABC LTD.,SSD-0854-2024,5/11/2024,5/31/2024,5/1/2024,5/31/2024,"6,000.00",SEVE,10045XXXXX00003,DIESEL,300,300,-
01 Invoice,111111111111111,ABC LTD.,SSD-0864-2024,5/14/2024,5/31/2024,5/1/2024,5/31/2024,"6,000.00",SEVE,10045XXXXX00003,DIESEL,300,300,-
01 Invoice,111111111111111,ABC LTD.,SSD-0876-2024,5/16/2024,5/31/2024,5/1/2024,5/31/2024,"6,000.00",SEVE,10045XXXXX00003,DIESEL,300,300,-
01 Invoice,111111111111111,ABC LTD.,SSD-0915-2024,5/24/2024,5/31/2024,5/1/2024,5/31/2024,"6,000.00",SEVE,10045XXXXX00003,DIESEL,300,300,-
01 Invoice,111111111111111,ABC LTD.,SSD-0922-2024,5/25/2024,5/31/2024,5/1/2024,5/31/2024,"6,000.00",SEVE,10045XXXXX00003,DIESEL,300,300,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"5,930.02",ASIA,10000XXXXX00003,Consumables,296.52,296.52,-
01 Invoice,111111111111111,ABC LTD.,MFTC#1057,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"5,880.00",MOHD,10006XXXXX00003,TEMPORARY STAFF - SPRAY PAINTER- MAY 2024,294,294,-
01 Invoice,111111111111111,ABC LTD.,221759,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"5,861.40",ENOC,10022XXXXX00003,"Fuel- Heavy Vehicle/Forklift
 Pipe Mill",293.06,293.06,-
01 Invoice,111111111111111,ABC LTD.,SI243472,5/1/2024,5/31/2024,5/1/2024,5/31/2024,"5,650.00",BEAR,10034XXXXX00003,PILLOW BLOCK BEARING UCP-212,282.5,282.5,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"5,598.36",ASIA,10000XXXXX00003,Consumables,279.92,279.92,-
01 Invoice,111111111111111,ABC LTD.,12930031,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"5,598.00",OASI,10002XXXXX00003,Office Cleaning&Maintenance - Water- 5GLN - May '24,279.9,279.9,-
01 Invoice,111111111111111,ABC LTD.,240530048,5/22/2024,5/30/2024,5/1/2024,5/31/2024,"5,576.14",ASSE,10028XXXXX00003,HEAVY STEEL (61-150KG/M),278.82,278.82,-
01 Invoice,111111111111111,ABC LTD.,52520,5/24/2024,5/31/2024,5/1/2024,5/31/2024,"5,535.36",CLEA,10033XXXXX00003,CONICAL MANDERAL ISO 6860,276.77,276.77,-
01 Invoice,111111111111111,ABC LTD.,INV2405001951/630,5/17/2024,5/31/2024,5/1/2024,5/31/2024,"5,392.00",SYMP,10049XXXXX00003,CABINET COMPUTER RAL 7035,269.6,269.6,-
01 Invoice,111111111111111,ABC LTD.,2024/089,5/29/2024,5/31/2024,5/1/2024,5/31/2024,"5,380.00",MOVE,10411XXXXX00003,Transportation,269,269,-
01 Invoice,111111111111111,ABC LTD.,INV2405001951/630,5/17/2024,5/31/2024,5/1/2024,5/31/2024,"5,350.00",SYMP,10049XXXXX00003,"PANEL ENCLOSURE VX25,SIZE- 800X1600X2100 MM",267.5,267.5,-
01 Invoice,111111111111111,ABC LTD.,62/MAY/AMDF/24,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"5,348.00",AL S,10058XXXXX00003,TEMPORARY STAFF- FITTER-MAY 2024,267.4,267.4,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"5,178.78",ASIA,10000XXXXX00003,Consumables,258.95,258.95,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"5,004.52",ASIA,10000XXXXX00003,Consumables,250.21,250.21,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"5,001.95",ASIA,10000XXXXX00003,Consumables,250.1,250.1,-
01 Invoice,111111111111111,ABC LTD.,20244716,5/1/2024,5/31/2024,5/1/2024,5/31/2024,"5,000.00",RIGH,10052XXXXX00003,CATRIDGE GEMA IG07 PART NO 1016561,250,250,-
01 Invoice,111111111111111,ABC LTD.,SSD-0833-2024,5/5/2024,5/31/2024,5/1/2024,5/31/2024,"5,000.00",SEVE,10045XXXXX00003,DIESEL,250,250,-
01 Invoice,111111111111111,ABC LTD.,SSD-0834-2024,5/7/2024,5/31/2024,5/1/2024,5/31/2024,"5,000.00",SEVE,10045XXXXX00003,DIESEL,250,250,-
01 Invoice,111111111111111,ABC LTD.,SSD-0945-2024,5/29/2024,5/31/2024,5/1/2024,5/31/2024,"5,000.00",SEVE,10045XXXXX00003,DIESEL,250,250,-
01 Invoice,111111111111111,ABC LTD.,SSD-0953-2024,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"5,000.00",SEVE,10045XXXXX00003,DIESEL,250,250,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"4,947.59",ASIA,10000XXXXX00003,Consumables,247.38,247.38,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"4,892.87",ASIA,10000XXXXX00003,Consumables,244.63,244.63,-
01 Invoice,111111111111111,ABC LTD.,CMS/24/00587,5/4/2024,5/27/2024,5/1/2024,5/31/2024,"4,872.00",CLAS,10061XXXXX00003,"Stud Bolts with 2 nuts
 Size = 1-3/4"" x 500mm long
 Thread - 8UN
 QTY = 87 sets
 Self Finish
 
 Assembled Set:
 Full Threaded Stud ASTM A193 Grade B7 with 
 2 Heavy Hex Nuts ASTM A194 Grade 2H.
 
 Material Test Certificate as per EN 10204 3.1 of Classic Metallic Sheets Factory LLC,",243.6,243.6,-
01 Invoice,111111111111111,ABC LTD.,HCE-SI-24040295,4/30/2024,5/1/2024,5/1/2024,5/31/2024,"4,865.00",H L,10027XXXXX00003,PAYROLL PROCESSING CHARGES - April 2024,243.25,243.25,-
01 Invoice,111111111111111,ABC LTD.,HCE-SI-24050478,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"4,795.00",H L,10027XXXXX00003,PAYROLL PROCESSING CHARGES - May 2024,239.75,239.75,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"4,669.58",ASIA,10000XXXXX00003,Consumables,233.5,233.5,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"4,650.85",ASIA,10000XXXXX00003,Consumables,232.54,232.54,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"4,511.67",ASIA,10000XXXXX00003,Consumables,225.6,225.6,-
01 Invoice,111111111111111,ABC LTD.,11958,5/29/2024,5/31/2024,5/1/2024,5/31/2024,"4,500.00",FAKH,10006XXXXX00003,NYLON ROPE 16MM,225,225,-
01 Invoice,111111111111111,ABC LTD.,62/MAY/AMDF/24,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"4,500.00",AL S,10058XXXXX00003,TEMPORARY STAFF-RECEPTIONIST-MAY 2024,225,225,-
01 Invoice,111111111111111,ABC LTD.,62/MAY/AMDF/24,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"4,500.00",AL S,10058XXXXX00003,TEMPORARY STAFF-FORKLIFT OPERATOR-MAY 2024,225,225,-
01 Invoice,111111111111111,ABC LTD.,SI240166,5/10/2024,5/31/2024,5/1/2024,5/31/2024,"4,500.00",OOSC,10025XXXXX00003,Coating Charges,225,225,-
01 Invoice,111111111111111,ABC LTD.,9728-PJIN-002881,5/20/2024,5/23/2024,5/1/2024,5/31/2024,"4,402.00",A G,10024XXXXX00003,"Office Cleaning&Maintenance
 PROVIDED 9 JANITORS FOR PART TIME CLEANING SERVICES
 SERVICE PERIOD FROM 01/04/2024 TO 30/04/2024",220.1,220.1,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"4,318.86",ASIA,10000XXXXX00003,Consumables,215.94,215.94,-
01 Invoice,111111111111111,ABC LTD.,2024/085,5/16/2024,5/31/2024,5/1/2024,5/31/2024,"4,273.22",MOVE,10411XXXXX00003,Transport Charges,213.75,213.75,-
01 Invoice,111111111111111,ABC LTD.,AIK/INV/2095,5/21/2024,5/23/2024,5/1/2024,5/31/2024,"4,250.00",AL I,10020XXXXX00003,"Office Repairs
 First payment against Annual Maintenance Contract for Air Conditioning ,Plumbing,Electrical system and equipment for the period 21/05/2024 to 20/08/2024",212.5,212.5,-
01 Invoice,111111111111111,ABC LTD.,324040443,4/10/2024,5/1/2024,5/1/2024,5/31/2024,"4,249.80",BNP,10004XXXXX00003,5GJ-BANK VAT CHARGES FOR THE MONTH OF APR'24 (BNP),212.49,212.49,-
01 Invoice,111111111111111,ABC LTD.,62/MAY/AMDF/24,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"4,224.00",AL S,10058XXXXX00003,TEMPORARY STAFF-LATHE MACHINE OPERATOR-MAY 2024,211.2,211.2,-
01 Invoice,111111111111111,ABC LTD.,CI006212/2,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"4,212.00",LIBE,10025XXXXX00003,"Temporary Staff Cost
 OPERATION",210.6,210.6,-
01 Invoice,111111111111111,ABC LTD.,11922,5/27/2024,5/31/2024,5/1/2024,5/31/2024,"4,200.00",FAKH,10006XXXXX00003,COPPER BUSBAR 20 MM X 100 MM X 1 MTR,210,210,-
01 Invoice,111111111111111,ABC LTD.,2180-32-000004383,5/13/2024,5/14/2024,5/1/2024,5/31/2024,"4,200.00",ENSU,10024XXXXX00003,"IT Expenses
 P28352-B21 HPE 2.4TB SAS 12G MISSION CRITICAL 10K SFF
 BC 512E MULTI VENDOR HDD",210,210,-
01 Invoice,111111111111111,ABC LTD.,CGT-24-05-0151,5/20/2024,5/27/2024,5/1/2024,5/31/2024,"4,200.00",CARD,10003XXXXX00003,"GS INIMA DESALINATION -RNTSO-000158
 ABU DHABI SHUWEIHAT-12M
 77060-ADH-03-05-2024-AMSS-000687
 61344-ADH-03-05-2024-AMSS-000688
 INV # CGT-24-05-0151",210,210,-
01 Invoice,111111111111111,ABC LTD.,CGT-24-05-0152,5/20/2024,5/27/2024,5/1/2024,5/31/2024,"4,200.00",CARD,10003XXXXX00003,"GS INIMA DESALINATION -RNTSO-000158
 ABU DHABI SHUWEIHAT-12M
 77060-ADH-05-05-2024-AMSS-000692
 61344-ADH-05-05-2024-AMSS-000693
 INV # CGT-24-05-0152",210,210,-
01 Invoice,111111111111111,ABC LTD.,CGT-24-05-0153,5/20/2024,5/27/2024,5/1/2024,5/31/2024,"4,200.00",CARD,10003XXXXX00003,"GS INIMA DESALINATION -RNTSO-000158
 ABU DHABI SHUWEIHAT-12M
 77060-ADH-06-05-2024-AMSS-000694
 61344-ADH-06-05-2024-AMSS-000695
 INV # CGT-24-05-0153",210,210,-
01 Invoice,111111111111111,ABC LTD.,CGT-24-05-0154,5/20/2024,5/27/2024,5/1/2024,5/31/2024,"4,200.00",CARD,10003XXXXX00003,"GS INIMA DESALINATION -RNTSO-000158
 ABU DHABI SHUWEIHAT-12M
 61336-ADH-07-05-2024-AMSS-000698
 61344-ADH-07-05-2024-AMSS-000699
 INV # CGT-24-05-0154",210,210,-
01 Invoice,111111111111111,ABC LTD.,CGT-24-05-0155,5/20/2024,5/27/2024,5/1/2024,5/31/2024,"4,200.00",CARD,10003XXXXX00003,"GS INIMA DESALINATION -RNTSO-000158
 ABU DHABI SHUWEIHAT-12M
 77060-ADH-11-05-2024-AMSS-000703
 61344-ADH-11-05-2024-AMSS-000704
 INV # CGT-24-05-0155",210,210,-
01 Invoice,111111111111111,ABC LTD.,CTG-24-05-0150,5/20/2024,5/27/2024,5/1/2024,5/31/2024,"4,200.00",CARD,10003XXXXX00003,"GS INIMA DESALINATION -RNTSO-000158
 ABU DHABI SHUWEIHAT-12M
 77060-ADH-30-04-2024-AMSS-000683
 61336-ADH-30-04-2024-AMSS-000684
 INV # CGT-24-05-0150",210,210,-
01 Invoice,111111111111111,ABC LTD.,MFTC#1057,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"4,125.00",MOHD,10006XXXXX00003,TEMPORARY STAFF - EOT OPERATOR -MAY 2024,206.25,206.25,-
01 Invoice,111111111111111,ABC LTD.,65285,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"4,070.00",BALL,10027XXXXX00003,"Steel Strap Black Painted 32mm x
 0.8mm ROLL",203.5,203.5,-
01 Invoice,111111111111111,ABC LTD.,MFTC#1057,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"4,048.00",MOHD,10006XXXXX00003,TEMPORARY STAFF - LATHE OPERATOR- MAY 2024,202.4,202.4,-
01 Invoice,111111111111111,ABC LTD.,RI 24011422,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"4,038.46",BURE,10001XXXXX00003,TPI-RESIDENT INSPECTORS-HF,201.92,201.92,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"4,028.88",ASIA,10000XXXXX00003,Consumables,201.44,201.44,-
01 Invoice,111111111111111,ABC LTD.,3106,4/30/2024,5/23/2024,5/1/2024,5/31/2024,"4,000.00",FAHA,10036XXXXX00003,"Hire Charges - Car
 Rental charges for Operations Staff transportation
 from accomodation to office vice versa
 date:April 2024
 + additional trip on 07/04/2024 Sunday,08/034/2024 Sunday 
 09/04/2024 Sunday,13/04/2024 Sunday,28/04/2024 Sunday",200,200,-
01 Invoice,111111111111111,ABC LTD.,SSD-0892-2024,5/18/2024,5/31/2024,5/1/2024,5/31/2024,"4,000.00",SEVE,10045XXXXX00003,DIESEL,200,200,-
01 Invoice,111111111111111,ABC LTD.,SSD-0901-2024,5/21/2024,5/31/2024,5/1/2024,5/31/2024,"4,000.00",SEVE,10045XXXXX00003,DIESEL,200,200,-
01 Invoice,111111111111111,ABC LTD.,MHT 2024/303,4/25/2024,5/20/2024,5/1/2024,5/31/2024,"3,942.60",MOVE,10411XXXXX00003,"Vehicle maintenance (Heavy)
 DXB89286
 AC BLOWER/VALVE ASY/BOLT/VALVE CONTROL/RESISTANCE ASSY
 EVAPORATOR ASSY
 THERMOSTAT MEXICO BALL
 AC COMPRESSOR 
 AC DRAER ASSY 
 AC BELT 
 HYDRAULIC PIPES
 AC GAS CHARGES
 AC FITTING LINE CLEAN IN SIDE THERMOSTAT CLEAN 
 TOTAL LABOUR CHARGES",197.13,197.13,-
01 Invoice,111111111111111,ABC LTD.,2024/088,5/29/2024,5/31/2024,5/1/2024,5/31/2024,"3,900.00",MOVE,10411XXXXX00003,Transportation,195,195,-
01 Invoice,111111111111111,ABC LTD.,62/MAY/AMDF/24,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"3,822.00",AL S,10058XXXXX00003,TEMPORARY STAFF- GRINDER- MAY 2024,191.1,191.1,-
01 Invoice,111111111111111,ABC LTD.,31747,5/3/2024,5/14/2024,5/1/2024,5/31/2024,"3,819.00",GHOS,10007XXXXX00003,"GHOSH METAL INDUSTRIES EXPENSES
 Job Work ( Stretch Film Both Side + Sheert Cutting + Profiling ) For Covering Width 1.0 MTRX Lenght 3.0 MTR",190.95,190.95,-
01 Invoice,111111111111111,ABC LTD.,3169,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"3,808.00",SEA,10035XXXXX00003,TEMPORARY STAFF - FITTER- MAY 2024,190.4,190.4,-
01 Invoice,111111111111111,ABC LTD.,2024/099,5/29/2024,5/31/2024,5/1/2024,5/31/2024,"3,800.00",MOVE,10411XXXXX00003,DOCUMENT CHARGES,190,190,-
01 Invoice,111111111111111,ABC LTD.,CD5524056939,5/29/2024,5/31/2024,5/1/2024,5/31/2024,"3,800.00",JOTU,10001XXXXX00003,JOTUN PIOLET QD PRIMER GREY (20LTR),190,190,-
01 Invoice,111111111111111,ABC LTD.,KGV/INV/2024/4546,4/1/2024,5/31/2024,5/1/2024,5/31/2024,"3,800.00",KAPI,10049XXXXX00003,KGV/INV/2024/4546,190,190,-
01 Invoice,111111111111111,ABC LTD.,3169,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"3,750.50",SEA,10035XXXXX00003,TEMPORARY STAFF,187.52,187.52,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"3,709.96",ASIA,10000XXXXX00003,Consumables,185.5,185.5,-
01 Invoice,111111111111111,ABC LTD.,EEC-1359-24,5/1/2024,5/31/2024,5/1/2024,5/31/2024,"3,706.00",ETMA,10032XXXXX10003,"Temporary Staff Cost
 FABRICATOR",185.3,185.3,-
01 Invoice,111111111111111,ABC LTD.,MFTC#1057,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"3,705.00",MOHD,10006XXXXX00003,TEMPORARY STAFF - RIGGER- MAY 2024,185.25,185.25,-
01 Invoice,111111111111111,ABC LTD.,240530031,5/21/2024,5/30/2024,5/1/2024,5/31/2024,"3,634.97",ASSE,10028XXXXX00003,Raw Materials,181.75,181.75,-
01 Invoice,111111111111111,ABC LTD.,ME240152,5/27/2024,5/30/2024,5/1/2024,5/31/2024,"3,628.50",PHOE,10035XXXXX00003,PIPE CLAD 930 R HS RED OXIDE PAINT RED FLOW LINER,181.43,181.43,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"3,591.71",ASIA,10000XXXXX00003,Consumables,179.59,179.59,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"3,505.77",ASIA,10000XXXXX00003,Consumables,175.29,175.29,-
01 Invoice,111111111111111,ABC LTD.,CCI-47398,5/9/2024,5/23/2024,5/1/2024,5/31/2024,"3,500.00",ZAKH,10004XXXXX00003,EARTHING CABLE 95 SQM X SINGLE CORE YELLOW GREEN,175,175,-
01 Invoice,111111111111111,ABC LTD.,INV/573/2024,5/1/2024,5/31/2024,5/1/2024,5/31/2024,"3,500.00",MERC,10407XXXXX00003,DOCUMENT CHARGES,175,175,-
01 Invoice,111111111111111,ABC LTD.,SI2024/02985,5/31/2024,5/31/2024,5/1/2024,5/31/2024,"3,500.00",MRAI,10007XXXXX00003,Sewage Tanker Service - Emptying of septic tank- 5000GL,175,175,-
01 Invoice,111111111111111,ABC LTD.,3119,5/27/2024,5/31/2024,5/1/2024,5/31/2024,"3,400.00",FAHA,10036XXXXX00003,"Hire Charges - Car
 Rental Charges for Staff transportation (Jabal Ali south camp to /fromcmpany)
 Rental charges for May 2024
 Additional Trip - 2",170,170,-
01 Invoice,111111111111111,ABC LTD.,3013,5/14/2024,5/31/2024,5/1/2024,5/31/2024,"3,395.00",MUHA,10039XXXXX00003,"JCB RENTAL, 15-23/NOV (AED 70/HR) - ICP, LAYING OF PIPES FOR FIRE FIGHTING",169.75,169.75,-
01 Invoice,111111111111111,ABC LTD.,22141,5/23/2024,5/30/2024,5/1/2024,5/31/2024,"3,387.88",ASIA,10000XXXXX00003,Consumables,169.38,169.38,-
01 Invoice,111111111111111,ABC LTD.,INV1907251282,5/1/2024,5/25/2024,5/1/2024,5/31/2024,"3,375.00",Emir,10002XXXXX00003,Telephone Expenses for APRIL 2024 JAFZA ADSL 04-8801440,168.75,168.75,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"3,332.79",ASIA,10000XXXXX00003,Consumables,166.66,166.66,-
01 Invoice,111111111111111,ABC LTD.,100990094442,5/14/2024,5/27/2024,5/1/2024,5/31/2024,"3,281.60",Duba,10002XXXXX00003,2GJ-WATER 06/04/24-05/05/24(4121.02,164.08,164.08,-
01 Invoice,111111111111111,ABC LTD.,22159,5/24/2024,5/30/2024,5/1/2024,5/31/2024,"3,239.15",ASIA,10000XXXXX00003,Consumables,161.96,161.96,-
01 Invoice,111111111111111,ABC LTD.,MHT 2024/307,5/20/2024,5/24/2024,5/1/2024,5/31/2024,"3,206.19",MOVE,10411XXXXX00003,"Vehicle maintenance (Heavy)
 Vehicle maintenance (Heavy) of Truck# 90559 dxb
 Spareparts Glove Box Complete 
 Stowage Cover/Panel- Passenger UPR/Finisher/CAP
 Lower Panel/Water Pipe 
 Evaporator Assy/Puller -Idler
 Air Filer Inner/Fuel Filer/Oil Filter/ Diesel Engine Oil",160.31,160.31,-
01 Invoice,111111111111111,ABC LTD.,3003,5/10/2024,5/31/2024,5/1/2024,5/31/2024,"3,150.00",MUHA,10039XXXXX00003,"JCB Rental. Time Sheet No. 08501, 7311",157.5,157.5,-
