Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Received Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),Supplier Name,Supplier TRN,Clear description of the supply,VAT Amount AED,VAT Amount Recovered AED,VAT adjustments
01 Invoice,111111111111111,ABC LTD.,BINLAL-1035-24,7/31/2024,7/31/2024,7/1/2024,7/31/2024,792,BINL,10414XXXXX00003,"Temporary Staff Cost
 STRUCTURAL FABRICATOR",39.6,39.6,
01 Invoice,111111111111111,ABC LTD.,CAFU/INV-5920/2024,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"9,442.20",CAFU,10054XXXXX00003,"Fuel- Heavy Vehicle/Forklift
 MONTH JULY-2024
 DETAILS AS PER ATTACHED SHEETS",472.11,472.11,
01 Invoice,111111111111111,ABC LTD.,CI006366,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"14,316.00",LIBE,10025XXXXX00003,"Temporary Staff Cost
 ONG",715.8,715.8,
01 Invoice,111111111111111,ABC LTD.,CI006366,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"44,433.00",LIBE,10025XXXXX00003,"Temporary Staff Cost
 FNDS-UTCC","2,221.65","2,221.65",
01 Invoice,111111111111111,ABC LTD.,CI006366,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"16,320.00",LIBE,10025XXXXX00003,"Temporary Staff Cost
 PIPE FITTING",816,816,
01 Invoice,111111111111111,ABC LTD.,CI006366,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"9,372.00",LIBE,10025XXXXX00003,Temporary Staff Cost,468.6,468.6,
02 Credit Note,111111111111111,ABC LTD.,CN-000003,7/24/2024,7/24/2024,7/1/2024,7/31/2024,-845,DC T,10000XXXXX00003,"IT Expenses
 CREDIT NOTE
 REF:PO20017469",-42.25,-42.25,
02 Credit Note,111111111111111,ABC LTD.,CR24-ITBS-3043,7/22/2024,7/22/2024,7/1/2024,7/31/2024,-400.6,ICON,10000XXXXX00003,"IT Expenses
 TAX CREDIT NOTE",-20.03,-20.03,
02 Credit Note,111111111111111,ABC LTD.,DEPCN/4/24/1000009,3/25/2024,3/25/2024,7/1/2024,7/31/2024,"-5,095.80",NATI,10038XXXXX00003,"Medical Insurance
 CREDIT NOTE
 Deletion Abhishek Chaturvedi 
 REF PO20014662",-254.79,-254.79,
02 Credit Note,111111111111111,ABC LTD.,DEPCN/7/24/1000152,7/18/2024,7/18/2024,7/1/2024,7/31/2024,"-3,815.40",NATI,10038XXXXX00003,Medical Insurance,-190.77,-190.77,
01 Invoice,111111111111111,ABC LTD.,DEPDN/7/24/1000690,7/18/2024,7/18/2024,7/1/2024,7/31/2024,"5,567.00",NATI,10038XXXXX00003,Medical Insurance,278.35,278.35,
01 Invoice,111111111111111,ABC LTD.,DICSI24071888,7/9/2024,7/9/2024,7/1/2024,7/31/2024,"1,393.00",DHOF,10004XXXXX00003,"Sanitary maintenance
 for Operations",69.65,69.65,
01 Invoice,111111111111111,ABC LTD.,DSIN210063,6/28/2024,6/28/2024,7/1/2024,7/31/2024,890,DAYA,10029XXXXX00003,IPE 200X022.40 KG/MX12.00 M / S355J2 / SULB KSA,44.5,44.5,
01 Invoice,111111111111111,ABC LTD.,DSIN210063,6/28/2024,6/28/2024,7/1/2024,7/31/2024,"2,505.00",DAYA,10029XXXXX00003,HEA 120X019.90 KG/MX12.00 M/ S355J2 / SULB KSA,125.25,125.25,
01 Invoice,111111111111111,ABC LTD.,DSIN210063,6/28/2024,6/28/2024,7/1/2024,7/31/2024,"2,530.00",DAYA,10029XXXXX00003,HEA 240X060.30 KG/MX12.00 M,126.5,126.5,
01 Invoice,111111111111111,ABC LTD.,DSIN210063,6/28/2024,6/28/2024,7/1/2024,7/31/2024,"7,650.00",DAYA,10029XXXXX00003,HEA 160X030.40 KG/MX12.00 M,382.5,382.5,
01 Invoice,111111111111111,ABC LTD.,DSIN210063,6/28/2024,6/28/2024,7/1/2024,7/31/2024,"6,210.00",DAYA,10029XXXXX00003,HEA 140X024.70 KG/MX12.00 M,310.5,310.5,
01 Invoice,111111111111111,ABC LTD.,DXB-72626,7/8/2024,7/8/2024,7/1/2024,7/31/2024,"1,360.00",JACK,10004XXXXX00003,"Office Cleaning&Maintenance
 Dallmayr Classico C&B",68,68,
01 Invoice,111111111111111,ABC LTD.,DXB-72626,7/8/2024,7/8/2024,7/1/2024,7/31/2024,720,JACK,10004XXXXX00003,"Office Cleaning&Maintenance
 Dallmayr Paper cup CH 180ml",36,36,
01 Invoice,111111111111111,ABC LTD.,FG/IN/23-72471,7/2/2024,7/2/2024,7/1/2024,7/31/2024,"1,560.00",FAIR,10004XXXXX00003,"IT Expenses
 Yealink T33G",78,78,
01 Invoice,111111111111111,ABC LTD.,FG/IN/23-72471,7/2/2024,7/2/2024,7/1/2024,7/31/2024,"1,650.00",FAIR,10004XXXXX00003,"IT Expenses
 Dinstar GSM gateway",82.5,82.5,
02 Credit Note,111111111111111,ABC LTD.,FIL-DU/SC/142400015,7/19/2024,7/19/2024,7/1/2024,7/31/2024,-866.8,FABT,10020XXXXX00003,Cogs Manual Adjustment,-43.34,-43.34,
01 Invoice,111111111111111,ABC LTD.,FT/JURF/2024/12571,7/17/2024,7/17/2024,7/1/2024,7/31/2024,800,FAKH,10006XXXXX00003,WELDING APRON,40,40,
01 Invoice,111111111111111,ABC LTD.,FT/JURF/2024/12680,7/24/2024,7/24/2024,7/1/2024,7/31/2024,"2,002.60",FAKH,10006XXXXX00003,"4.5"" CUTTING WHEEL - 3MM",100.13,100.13,
01 Invoice,111111111111111,ABC LTD.,FT/JURF/2024/12680,7/24/2024,7/24/2024,7/1/2024,7/31/2024,"2,330.00",FAKH,10006XXXXX00003,7'' GRINDER WHEEL 6 MM,116.5,116.5,
01 Invoice,111111111111111,ABC LTD.,FT/JURF/2024/12680,7/24/2024,7/24/2024,7/1/2024,7/31/2024,"1,450.00",FAKH,10006XXXXX00003,4.5'' GRINDER WHEEL - 6 MM,72.5,72.5,
01 Invoice,111111111111111,ABC LTD.,FT/JURF/2024/12680,7/24/2024,7/24/2024,7/1/2024,7/31/2024,540,FAKH,10006XXXXX00003,RED & WHITE BARRIER WAERING TAPE 500MTR X 3'',27,27,
01 Invoice,111111111111111,ABC LTD.,FT/JURF/2024/12680,7/24/2024,7/24/2024,7/1/2024,7/31/2024,375,FAKH,10006XXXXX00003,SILICON WHITE,18.75,18.75,
01 Invoice,111111111111111,ABC LTD.,FT/JURF/2024/12680,7/24/2024,7/24/2024,7/1/2024,7/31/2024,100,FAKH,10006XXXXX00003,TEFLON TAPE,5,5,
01 Invoice,111111111111111,ABC LTD.,FT/JURF/2024/12680,7/24/2024,7/24/2024,7/1/2024,7/31/2024,"6,150.00",FAKH,10006XXXXX00003,CUTTING TORCH WITH FULL SET VICTOR,307.5,307.5,
01 Invoice,111111111111111,ABC LTD.,FT/JURF/2024/12767,7/29/2024,7/29/2024,7/1/2024,7/31/2024,247.6,FAKH,10006XXXXX00003,"4.5"" CUTTING WHEEL - 3MM",12.38,12.38,
01 Invoice,111111111111111,ABC LTD.,HCA-SI-24070319,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"1,595.00",HLB,10027XXXXX00003,"Payroll Processing Charges - July 2024
 BC JAFZA - 29 Nos",79.75,79.75,
01 Invoice,111111111111111,ABC LTD.,HCA-SI-24070383,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"2,992.60",HLB,10027XXXXX00003,"Payroll Processing Charges - July 2024
 WC JAFZA - 66.5",149.63,149.63,
01 Invoice,111111111111111,ABC LTD.,HCA-SI-24070383,7/31/2024,7/31/2024,7/1/2024,7/31/2024,180,HLB,10027XXXXX00003,"Payroll Processing Charges - July 2024
 WC JAFZA - 66.5",9,9,
01 Invoice,111111111111111,ABC LTD.,HCA-SI-24070383,7/31/2024,7/31/2024,7/1/2024,7/31/2024,90,HLB,10027XXXXX00003,"Payroll Processing Charges - July 2024
 WC JAFZA - 66.5",4.5,4.5,
01 Invoice,111111111111111,ABC LTD.,HCA-SI-24070383,7/31/2024,7/31/2024,7/1/2024,7/31/2024,22.4,HLB,10027XXXXX00003,"Payroll Processing Charges - July 2024
 WC JAFZA - 66.5",1.12,1.12,
01 Invoice,111111111111111,ABC LTD.,IBX2413992,6/12/2024,6/12/2024,7/1/2024,7/31/2024,150,IBX,10057XXXXX00003,Documentation,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,IBX2413992,6/12/2024,6/12/2024,7/1/2024,7/31/2024,350,IBX,10057XXXXX00003,Transportation,17.5,17.5,
01 Invoice,111111111111111,ABC LTD.,IBX2414292,7/12/2024,7/12/2024,7/1/2024,7/31/2024,500,IBX,10057XXXXX00003,Transport Charges,25,25,
01 Invoice,111111111111111,ABC LTD.,IBX2414292,7/12/2024,7/12/2024,7/1/2024,7/31/2024,150,IBX,10057XXXXX00003,Documentation,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,IBX2414452,7/27/2024,7/27/2024,7/1/2024,7/31/2024,350,IBX,10057XXXXX00003,Transport Charges,17.5,17.5,
01 Invoice,111111111111111,ABC LTD.,IBX2414452,7/27/2024,7/27/2024,7/1/2024,7/31/2024,150,IBX,10057XXXXX00003,Documentation,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,INV/1434/2024,7/1/2024,7/1/2024,7/1/2024,7/31/2024,"1,575.00",MERC,10407XXXXX00003,DOCUMENT CHARGES,78.75,78.75,
01 Invoice,111111111111111,ABC LTD.,INV/SSF/2024/03907,7/2/2024,7/2/2024,7/1/2024,7/31/2024,265.4,STEI,10000XXXXX00003,"""Storage fees for 24.10 tons, 13 coils for 2 days
 (24.10 tons x2days x AED 0.5/day) = 24.1
 handling charges noting that the amount of invoicing is AED 10X 24.10=241.00
 Total = 265.14""",13.27,13.27,
01 Invoice,111111111111111,ABC LTD.,INV/SSF/2024/04591,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"1,723.60",STEI,10000XXXXX00003,"""Storage fees for 111.055 tons for July 2024 
 (111.055 tons x 31 days x AED 0.5/day)= AED 1723.54
 """,86.18,86.18,
01 Invoice,111111111111111,ABC LTD.,INV_AME_202401757,6/10/2024,6/10/2024,7/1/2024,7/31/2024,"22,348.40",ADEC,10029XXXXX00003,Salaries&Wages - May 2024,"1,117.42","1,117.42",
01 Invoice,111111111111111,ABC LTD.,INV_AME_202402056,6/28/2024,6/28/2024,7/1/2024,7/31/2024,"22,348.40",ADEC,10029XXXXX00003,"Salaries&Wages - June 2024
 Business Development Executive","1,117.42","1,117.42",
01 Invoice,111111111111111,ABC LTD.,INV_AME_202402450,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"22,348.40",ADEC,10029XXXXX00003,Salaries&Wages - July 2024,"1,117.42","1,117.42",
01 Invoice,111111111111111,ABC LTD.,ITI/INV/2024/2913,7/25/2024,7/25/2024,7/1/2024,7/31/2024,450,INTE,10025XXXXX00003,SUPPLY OF ASNT MPI TECHNICIAN-09-07-2024,22.5,22.5,
01 Invoice,111111111111111,ABC LTD.,ITI/INV/2024/2913,7/25/2024,7/25/2024,7/1/2024,7/31/2024,176,INTE,10025XXXXX00003,CONSUMABLES-09-07-2024,8.8,8.8,
01 Invoice,111111111111111,ABC LTD.,ITI/INV/2024/2913,7/25/2024,7/25/2024,7/1/2024,7/31/2024,450,INTE,10025XXXXX00003,SUPPLY OF ASNT MPI TECHNICIAN-19-07-2024,22.5,22.5,
01 Invoice,111111111111111,ABC LTD.,ITI/INV/2024/2913,7/25/2024,7/25/2024,7/1/2024,7/31/2024,352,INTE,10025XXXXX00003,CONSUMABLES-19-07-2024,17.6,17.6,
01 Invoice,111111111111111,ABC LTD.,ITI/INV/2024/3038,7/30/2024,7/30/2024,7/1/2024,7/31/2024,150,INTE,10025XXXXX00003,"ROCKWELL HARDNESS TEST 
 6MM
 10MM",7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,JFN24-41399,7/24/2024,7/24/2024,7/1/2024,7/31/2024,"1,160.00",MOHD,10006XXXXX00003,Commercial Plywood 4x8x12mm,58,58,
01 Invoice,111111111111111,ABC LTD.,JFN24-41952,7/26/2024,7/26/2024,7/1/2024,7/31/2024,"2,250.00",MOHD,10006XXXXX00003,"WHITE WOOD 4"" X 4"" X 13FT AUSTRIA",112.5,112.5,
01 Invoice,111111111111111,ABC LTD.,KCT-INV-JULY-24-004-01,7/1/2024,7/1/2024,7/1/2024,7/31/2024,"8,000.00",KING,10002XXXXX00001,Tamas Bends DN1000 Thickness 12.7mm,400,400,
01 Invoice,111111111111111,ABC LTD.,KCT-INV-JULY-24-004-01,7/1/2024,7/1/2024,7/1/2024,7/31/2024,"32,000.00",KING,10002XXXXX00001,RTCC Bends DN1000 Thickness 12.7mm,"1,600.00","1,600.00",
01 Invoice,111111111111111,ABC LTD.,KCT-INV-JULY-24-004-01,7/1/2024,7/1/2024,7/1/2024,7/31/2024,"56,160.00",KING,10002XXXXX00001,Petrojet Bends DN2000 Thickness 20.62mm,"2,808.00","2,808.00",
01 Invoice,111111111111111,ABC LTD.,KCT-INV-JULY-24-004-02,7/1/2024,7/1/2024,7/1/2024,7/31/2024,"103,603.80",KING,10002XXXXX00001,"Fabrication
 INVNo: KCT-INV-JULY-24-004-02
 10% of total PO value","5,180.19","5,180.19",
01 Invoice,111111111111111,ABC LTD.,NT/24-07-576,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"3,800.00",BEST,10033XXXXX00003,RT CREW CHARGES,190,190,
01 Invoice,111111111111111,ABC LTD.,NT/24-07-576,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"5,564.00",BEST,10033XXXXX00003,RT FILM CHARGES,278.2,278.2,
01 Invoice,111111111111111,ABC LTD.,NT/24-07-576,7/31/2024,7/31/2024,7/1/2024,7/31/2024,900,BEST,10033XXXXX00003,F/L LOADING UNLOADING CHARGES,45,45,
01 Invoice,111111111111111,ABC LTD.,NT/24-07-576,7/31/2024,7/31/2024,7/1/2024,7/31/2024,200,BEST,10033XXXXX00003,F/L LOADING UNLOADING CHARGES,10,10,
01 Invoice,111111111111111,ABC LTD.,NT/24-07-576,7/31/2024,7/31/2024,7/1/2024,7/31/2024,250,BEST,10033XXXXX00003,Testing,12.5,12.5,
01 Invoice,111111111111111,ABC LTD.,NT/24-07-577,7/31/2024,7/31/2024,7/1/2024,7/31/2024,475,BEST,10033XXXXX00003,RT CREW CHARGES,23.75,23.75,
01 Invoice,111111111111111,ABC LTD.,NT/24-07-577,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"1,118.00",BEST,10033XXXXX00003,RT FILMS,55.9,55.9,
01 Invoice,111111111111111,ABC LTD.,NT/24-07-577,7/31/2024,7/31/2024,7/1/2024,7/31/2024,200,BEST,10033XXXXX00003,F/L LOADING UNLOADING CHARGES,10,10,
01 Invoice,111111111111111,ABC LTD.,NT/24-07-577,7/31/2024,7/31/2024,7/1/2024,7/31/2024,450,BEST,10033XXXXX00003,MPI CHARGES,22.5,22.5,
01 Invoice,111111111111111,ABC LTD.,NT/24-07-577,7/31/2024,7/31/2024,7/1/2024,7/31/2024,44,BEST,10033XXXXX00003,CONSUMABLES FOR MPI,2.2,2.2,
01 Invoice,111111111111111,ABC LTD.,NT/24-07-577,7/31/2024,7/31/2024,7/1/2024,7/31/2024,150,BEST,10033XXXXX00003,PQR RT,7.5,7.5,
01 Invoice,111111111111111,ABC LTD.,R00625,7/2/2024,7/2/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges from HFZA to JAFZA
 INV#R00625",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00627,7/3/2024,7/3/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Against SO20011893
 R00627",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00630,7/3/2024,7/3/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges against L/P PO20017280
 INV#R00630
 LIBERIA SHIPMENT",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00632,7/4/2024,7/4/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges against SO20011905
 INV#R00632",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00634,7/4/2024,7/4/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation-(E) Charges against CDC Project 
 INV#R00634",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00635,7/5/2024,7/5/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,Documentation,3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00637,7/5/2024,7/5/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges against CDC Project 
 INV#R00637",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00650,7/8/2024,7/8/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges against SO20011934
 SHEET PILES 
 INV#R00650",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00655,7/10/2024,7/10/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges against Sheet Piles
 SHEET PILES FROM HFZA 
 INV#R00655",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00658,7/10/2024,7/10/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges against SO20011935-LOT4
 SHEET PILES 
 INV#R00658",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00659,7/10/2024,7/10/2024,7/1/2024,7/31/2024,7.6,PARA,10037XXXXX00003,Documentation,0.38,0.38,
01 Invoice,111111111111111,ABC LTD.,R00659,7/10/2024,7/10/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,Documentation,3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00663,7/10/2024,7/10/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges against Sheet Piles
 SHEET PILES FROM HFZA 
 INV#R00663",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00668,7/12/2024,7/12/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges Against SO20011969
 INV#R00668",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00671,7/12/2024,7/12/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges against Sheet Piles
 SHEET PILES FROM HFZA 
 INV#R00671",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00672,7/12/2024,7/12/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges From JAFZA to ASSENT 
 INV#R00672
 LIBERIA SHIPMENT",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00676,7/15/2024,7/15/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges against PO20017322
 INV#R00676",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00682,7/17/2024,7/17/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 INV#R00682
 LIBERIA PROJECT BB LOT-8",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00683,7/17/2024,7/17/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 INV#R00683
 LIBERIA PROJECT BB LOT-8",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00693,7/20/2024,7/20/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges against SO50001007
 INV#R00693",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00695,7/22/2024,7/22/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Service Charges against Liberia Shipment 
 INV#R00695",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00697,7/22/2024,7/22/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Service Charges against Liberia Shipment 
 INV#R00697",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00708,7/23/2024,7/23/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation- Charges From AL MIQAT to JAFZA
 INV#R00708",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00711,7/24/2024,7/24/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation-(E) Charges against SO20011997-LOT 5
 INV#R00711",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00712,7/24/2024,7/24/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges against SO20011998
 INV#R00712",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00713,7/24/2024,7/24/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges against SO20011913
 INV#R00713",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00716,7/25/2024,7/25/2024,7/1/2024,7/31/2024,59.6,PARA,10037XXXXX00003,Documentation,2.98,2.98,
01 Invoice,111111111111111,ABC LTD.,R00716,7/25/2024,7/25/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,Documentation,3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00720,7/25/2024,7/25/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation-(E) Charges against SO50001019 & SO5001009
 INV#R00720",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00722,7/26/2024,7/26/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 INV # R00722",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00723,7/26/2024,7/26/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 Documentation Charges against SO20011913-1
 INV#R00723",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00724,7/26/2024,7/26/2024,7/1/2024,7/31/2024,125,PARA,10037XXXXX00003,"Documentation
 INV # R00724",6.25,6.25,
01 Invoice,111111111111111,ABC LTD.,R00735,7/30/2024,7/30/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 INV # R00735",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00736,7/30/2024,7/30/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 INV # R00736",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00737,7/30/2024,7/30/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 INV # R00737",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,R00744,7/31/2024,7/31/2024,7/1/2024,7/31/2024,75,PARA,10037XXXXX00003,"Documentation
 INV # R00744",3.75,3.75,
01 Invoice,111111111111111,ABC LTD.,RI 24017320,7/9/2024,7/9/2024,7/1/2024,7/31/2024,"7,800.00",BURE,10001XXXXX00003,"Testing-Third Party Inspection carried out at Fabtech Int'l
 INV No.: RI 24017320 Invoice dated 9/7/2024",390,390,
01 Invoice,111111111111111,ABC LTD.,RI 24017796,7/12/2024,7/12/2024,7/1/2024,7/31/2024,"10,500.00",BURE,10001XXXXX00003,"Testing-Third Party Inspection carried out at EBS DIP
 INV No.: RI 24017796 Invoice dated 12/7/2024",525,525,
01 Invoice,111111111111111,ABC LTD.,RI 24017797,7/12/2024,7/12/2024,7/1/2024,7/31/2024,"6,000.00",BURE,10001XXXXX00003,"Testing-Third Party Inspection carried out at Assent
 INV No.: RI 24017797 Invoice dated 12/7/2024",300,300,
01 Invoice,111111111111111,ABC LTD.,SHGOU24000012307,7/1/2024,7/1/2024,7/1/2024,7/31/2024,845,SUKO,10025XXXXX00003,"Credit Insurance
 Premium
 Policy No HFCI202100000203 Endorsement No 18 Your Ref 
 No ADMIN FEE FOR REQUEST FOR INTERVENTION
 Endorsement Start Date 31/12/203 End date 31/12/2023",42.25,42.25,
01 Invoice,111111111111111,ABC LTD.,SHGOU24000014777,7/24/2024,7/24/2024,7/1/2024,7/31/2024,"191,000.00",SUKO,10025XXXXX00003,"Credit Insurance
 Policy No HFCI202100000203 Endorsement No 19 Your Ref
 No CONTRACT NO. : 499674
 Renewal Start Date 01/01/2024 End Date 31/12/2024","9,550.00","9,550.00",
01 Invoice,111111111111111,ABC LTD.,SHGOU24000014812,7/25/2024,7/25/2024,7/1/2024,7/31/2024,"2,822.00",SUKO,10025XXXXX00003,"Credit Insurance
 Policy No HFCI202100000203 Endorsement No 24 Your Ref
 No UPFRONT CL FEES
 Endorsement Start Date 01/01/2024 End Date 31/12/2024",141.1,141.1,
01 Invoice,111111111111111,ABC LTD.,SHGOU24000014823,7/25/2024,7/25/2024,7/1/2024,7/31/2024,"2,822.00",SUKO,10025XXXXX00003,"Credit Insurance
 Policy No HFCI202100000203 Endorsement No 25 Your Ref
 No UPFRONT CL FEES
 Endorsement Start Date 01/01/2024 End Date 31/12/2024",141.1,141.1,
01 Invoice,111111111111111,ABC LTD.,ZI-24-396,7/8/2024,7/8/2024,7/1/2024,7/31/2024,"39,181.80",ZAIN,10022XXXXX00003,Fabrication/Cutting Charges-cdc,"1,959.09","1,959.09",
01 Invoice,111111111111111,ABC LTD.,ZI-24-396,7/8/2024,7/8/2024,7/1/2024,7/31/2024,"9,203.60",ZAIN,10022XXXXX00003,Fabrication/Cutting Charges-cdc,460.18,460.18,
01 Invoice,111111111111111,ABC LTD.,ZI-24-396,7/8/2024,7/8/2024,7/1/2024,7/31/2024,"40,584.00",ZAIN,10022XXXXX00003,Fabrication/Cutting Charges-cdc,"2,029.20","2,029.20",
01 Invoice,111111111111111,ABC LTD.,ZI-24-396,7/8/2024,7/8/2024,7/1/2024,7/31/2024,"49,856.00",ZAIN,10022XXXXX00003,Fabrication/Cutting Charges-cdc,"2,492.80","2,492.80",
01 Invoice,111111111111111,ABC LTD.,ZI-24-396,7/8/2024,7/8/2024,7/1/2024,7/31/2024,"11,491.20",ZAIN,10022XXXXX00003,Fabrication/Cutting Charges-cdc,574.56,574.56,
01 Invoice,111111111111111,ABC LTD.,ZI-24-396,7/8/2024,7/8/2024,7/1/2024,7/31/2024,"10,000.00",ZAIN,10022XXXXX00003,Fabrication/Cutting Charges-cdc,500,500,
01 Invoice,111111111111111,ABC LTD.,4280,7/29/2024,7/29/2024,7/1/2024,7/31/2024,36,PURE,10055XXXXX00003,OXYGEN 240 CU.FT,1.8,1.8,-
01 Invoice,111111111111111,ABC LTD.,4280,7/29/2024,7/29/2024,7/1/2024,7/31/2024,84,PURE,10055XXXXX00003,OXYGEN 240 CU.FT,4.2,4.2,
01 Invoice,111111111111111,ABC LTD.,1567,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"8,500.00",AL I,10056XXXXX00003,Rental Charges- 22 seater from Ajman to Hamriyah- 2 round trips,425,425,
01 Invoice,111111111111111,ABC LTD.,1567,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"8,800.00",AL I,10056XXXXX00003,Rental Charges- 30 seater from UAQ to Hamriyah- 2 round trips,440,440,
01 Invoice,111111111111111,ABC LTD.,1567,7/31/2024,7/31/2024,7/1/2024,7/31/2024,"6,500.00",AL I,10056XXXXX00003,Rental Charges- 66 seater bus inside Hamriyah free zone/ daily two round trip between camp and factory.,325,325,
