Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Tax Invoice/Tax credit note Amount AED (before VAT),Reporting period from,Reporting period to,VAT Amount AED,Customer Name,Customer TRN,Clear description of the supply
01 Invoice,111111111111111,ABC LTD.,TI5H0000248,7/13/2024,"43,102.00",7/1/2024,7/31/2024,"2,155.10",ROBT,10027XXXXX00003,COATED PIPE 168.30X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000248,7/13/2024,"21,927.60",7/1/2024,7/31/2024,"1,096.38",ROBT,10027XXXXX00003,COATED PIPE 168.30X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000248,7/13/2024,"49,289.60",7/1/2024,7/31/2024,"2,464.48",ROBT,10027XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000245,7/13/2024,"104,562.80",7/1/2024,7/31/2024,"5,228.14",GALF,10002XXXXX00003,COATED PIPE 168.30X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000245,7/13/2024,"25,113.60",7/1/2024,7/31/2024,"1,255.68",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000246,7/13/2024,"78,669.40",7/1/2024,7/31/2024,"3,933.47",GALF,10002XXXXX00003,COATED PIPE 0219.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000246,7/13/2024,"16,510.40",7/1/2024,7/31/2024,825.52,GALF,10002XXXXX00003,COATED PIPE 0219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000252,7/15/2024,"14,937.60",7/1/2024,7/31/2024,746.88,GALF,10002XXXXX00003,COATED PIPE 168.30X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000252,7/15/2024,567.40,7/1/2024,7/31/2024,28.37,GALF,10002XXXXX00003,COATED PIPE 168.30X18.26 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000250,7/15/2024,"74,511.20",7/1/2024,7/31/2024,"3,725.56",ROBT,10027XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000256,7/15/2024,"78,628.60",7/1/2024,7/31/2024,"3,931.43",PETR,10035XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000251,7/15/2024,"348,946.40",7/1/2024,7/31/2024,"17,447.32",DESC,10033XXXXX00003,COATED PIPE 114.30X04.80 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000253,7/15/2024,"15,982.00",7/1/2024,7/31/2024,799.10,ARCH,10004XXXXX00003,COATED PIPE 0273.10X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000254,7/15/2024,"47,814.40",7/1/2024,7/31/2024,"2,390.72",ARCH,10004XXXXX00003,COATED PIPE 0273.10X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000255,7/15/2024,"18,464.00",7/1/2024,7/31/2024,923.20,ARCH,10004XXXXX00003,COATED PIPE 0273.10X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000255,7/15/2024,"17,832.00",7/1/2024,7/31/2024,891.60,ARCH,10004XXXXX00003,COATED PIPE 0273.10X16.00 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000259,7/16/2024,"28,192.60",7/1/2024,7/31/2024,"1,409.63",ROBT,10027XXXXX00003,COATED PIPE 168.30X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000259,7/16/2024,"49,289.60",7/1/2024,7/31/2024,"2,464.48",ROBT,10027XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000257,7/16/2024,"104,544.20",7/1/2024,7/31/2024,"5,227.21",ARCH,10004XXXXX00003,COATED PIPE 0273.10X16.00 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000260,7/16/2024,"52,050.20",7/1/2024,7/31/2024,"2,602.51",CHIN,10025XXXXX00003,COATED PIPE 168.30X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000258,7/16/2024,"272,492.00",7/1/2024,7/31/2024,"13,624.60",DESC,10033XXXXX00003,COATED PIPE 114.30X04.80 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000258,7/16/2024,"18,095.00",7/1/2024,7/31/2024,904.75,DESC,10033XXXXX00003,COATED PIPE 114.30X06.40 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000258,7/16/2024,-,7/1/2024,7/31/2024,-,DESC,10033XXXXX00003,COATED PIPE 114.30X06.40 MM
01 Invoice,111111111111111,ABC LTD.,TI70001610,7/17/2024,"7,428.80",7/1/2024,7/31/2024,371.44,D S,10004XXXXX00003,MS PLATE 2.00X06.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001610,7/17/2024,"5,932.60",7/1/2024,7/31/2024,296.63,D S,10004XXXXX00003,MS PLATE 2.00X06.00X12.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001610,7/17/2024,"3,963.80",7/1/2024,7/31/2024,198.19,D S,10004XXXXX00003,MS PLATE 2.00X06.00X16.00 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000264,7/17/2024,"18,307.40",7/1/2024,7/31/2024,915.37,ROBT,10027XXXXX00003,COATED PIPE 168.30X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000264,7/17/2024,"21,727.00",7/1/2024,7/31/2024,"1,086.35",ROBT,10027XXXXX00003,COATED PIPE 168.30X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000264,7/17/2024,"18,037.40",7/1/2024,7/31/2024,901.87,ROBT,10027XXXXX00003,COATED PIPE 168.30X18.26 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000263,7/17/2024,"20,573.60",7/1/2024,7/31/2024,"1,028.68",GALF,10002XXXXX00003,COATED PIPE 168.30X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000263,7/17/2024,"34,138.40",7/1/2024,7/31/2024,"1,706.92",GALF,10002XXXXX00003,COATED PIPE 168.30X18.26 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000261,7/17/2024,"2,482.00",7/1/2024,7/31/2024,124.10,ARCH,10004XXXXX00003,COATED PIPE 0273.10X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000261,7/17/2024,"1,699.00",7/1/2024,7/31/2024,84.95,ARCH,10004XXXXX00003,COATED PIPE 0273.10X16.00 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000262,7/17/2024,"94,700.80",7/1/2024,7/31/2024,"4,735.04",ARCH,10004XXXXX00003,COATED PIPE 0273.10X18.26 MM
01 Invoice,111111111111111,ABC LTD.,TI70001612,7/18/2024,"15,300.00",7/1/2024,7/31/2024,765.00,KABR,10028XXXXX00003,IPE 600X122.00 KG/MX06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001612,7/18/2024,"40,000.00",7/1/2024,7/31/2024,"2,000.00",KABR,10028XXXXX00003,IPE 600X122.00 KG/MX02.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001613,7/18/2024,"35,700.00",7/1/2024,7/31/2024,"1,785.00",KABR,10028XXXXX00003,IPE 600X122.00 KG/MX06.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001613,7/18/2024,"5,200.00",7/1/2024,7/31/2024,260.00,KABR,10028XXXXX00003,IPE 600X122.00 KG/MX03.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001614,7/18/2024,"315,188.60",7/1/2024,7/31/2024,"15,759.43",DENH,10020XXXXX00003,"SP 042.20X03.56 MM(01.25 INCH)X06.00 M
 5388 pcs"
01 Invoice,111111111111111,ABC LTD.,TI70001615,7/18/2024,"42,385.60",7/1/2024,7/31/2024,"2,119.28",DENH,10020XXXXX00003,HEA 100X016.70 KG/MX12.00 M
01 Invoice,111111111111111,ABC LTD.,TI70001616,7/18/2024,"1,465.00",7/1/2024,7/31/2024,73.25,DENH,10020XXXXX00003,HEB 120X026.70 KG/MX11.80 M
01 Invoice,111111111111111,ABC LTD.,TI5H0000266,7/18/2024,"27,353.00",7/1/2024,7/31/2024,"1,367.65",ARCH,10004XXXXX00003,COATED PIPE 0273.10X18.26 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000266,7/18/2024,"50,818.40",7/1/2024,7/31/2024,"2,540.92",ARCH,10004XXXXX00003,COATED PIPE 0273.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000268,7/18/2024,"78,628.60",7/1/2024,7/31/2024,"3,931.43",PETR,10035XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000267,7/18/2024,"41,147.20",7/1/2024,7/31/2024,"2,057.36",GALF,10002XXXXX00003,COATED PIPE 168.30X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000265,7/18/2024,"25,185.60",7/1/2024,7/31/2024,"1,259.28",CHIN,10025XXXXX00003,COATED PIPE 168.30X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI70001617,7/19/2024,"250,551.80",7/1/2024,7/31/2024,"12,527.59",DENH,10020XXXXX00003,"SP 042.20X03.56 MM(01.25 INCH)X06.00 M
 5388 pcs"
01 Invoice,111111111111111,ABC LTD.,TI70001617,7/19/2024,"2,548.00",7/1/2024,7/31/2024,127.40,DENH,10020XXXXX00003,"SP 060.30X03.91 MM(02.00 INCH)X06.00 M
 13 pcs"
01 Invoice,111111111111111,ABC LTD.,TI5H0000269,7/19/2024,"52,765.60",7/1/2024,7/31/2024,"2,638.28",ROBT,10027XXXXX00003,COATED PIPE 168.30X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000269,7/19/2024,"6,012.40",7/1/2024,7/31/2024,300.62,ROBT,10027XXXXX00003,COATED PIPE 168.30X18.26 MM
01 Invoice,111111111111111,ABC LTD.,TI70001617,7/19/2024,"745,361.20",7/1/2024,7/31/2024,"37,268.06",DENH,10020XXXXX00003,"ELBOW BEND PIPE 1.5 INCH 300X300
 13088 pcs"
01 Invoice,111111111111111,ABC LTD.,TI5H0000270,7/19/2024,"8,218.20",7/1/2024,7/31/2024,410.91,ROBT,10027XXXXX00003,COATED PIPE 168.30X08.74 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000270,7/19/2024,"12,226.20",7/1/2024,7/31/2024,611.31,ROBT,10027XXXXX00003,COATED PIPE 114.30X13.49 MM
01 Invoice,111111111111111,ABC LTD.,TI70001611,7/19/2024,"1,175.00",7/1/2024,7/31/2024,58.75,M4 C,10023XXXXX00003,Transport Charges - Waiting charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000271,7/19/2024,"100,771.80",7/1/2024,7/31/2024,"5,038.59",ARCH,10004XXXXX00003,COATED PIPE 0273.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI70001618,7/20/2024,"71,000.00",7/1/2024,7/31/2024,"3,550.00",ISLA,10021XXXXX00003,TRENCH SHEET 400MMX03.80 MMX14.82 KG/MX 05.85 M
01 Invoice,111111111111111,ABC LTD.,TI5H0000275,7/20/2024,"222,007.20",7/1/2024,7/31/2024,"11,100.36",AL A,10032XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000273,7/20/2024,"77,709.40",7/1/2024,7/31/2024,"3,885.47",GALF,10002XXXXX00003,COATED PIPE 114.30X13.49 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000273,7/20/2024,"36,662.40",7/1/2024,7/31/2024,"1,833.12",GALF,10002XXXXX00003,COATED PIPE 114.30X11.13 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000273,7/20/2024,"5,040.00",7/1/2024,7/31/2024,252.00,GALF,10002XXXXX00003,COATED PIPE 114.30X11.13 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000272,7/20/2024,878.60,7/1/2024,7/31/2024,43.93,ARCH,10004XXXXX00003,COATED PIPE 0273.10X18.26 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000272,7/20/2024,"99,960.40",7/1/2024,7/31/2024,"4,998.02",ARCH,10004XXXXX00003,COATED PIPE 0273.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000274,7/20/2024,"48,034.00",7/1/2024,7/31/2024,"2,401.70",GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000273,7/20/2024,"4,953.00",7/1/2024,7/31/2024,247.65,GALF,10002XXXXX00003,COATED PIPE 114.30X13.49 MM
01 Invoice,111111111111111,ABC LTD.,TI70001620,7/22/2024,"5,840.20",7/1/2024,7/31/2024,292.01,ALFA,10034XXXXX00003,Rental Income SP - July month Invoice
01 Invoice,111111111111111,ABC LTD.,TI70001619,7/22/2024,"17,797.60",7/1/2024,7/31/2024,889.88,D S,10004XXXXX00003,MS PLATE 2.00X06.00X12.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001619,7/22/2024,"4,935.00",7/1/2024,7/31/2024,246.75,D S,10004XXXXX00003,MS PLATE 2.00X06.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000276,7/22/2024,"18,010.80",7/1/2024,7/31/2024,900.54,GALF,10002XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000276,7/22/2024,"27,166.60",7/1/2024,7/31/2024,"1,358.33",GALF,10002XXXXX00003,COATED PIPE 114.30X13.49 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000277,7/22/2024,"78,628.60",7/1/2024,7/31/2024,"3,931.43",PETR,10035XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000278,7/22/2024,"117,674.40",7/1/2024,7/31/2024,"5,883.72",ARCH,10004XXXXX00003,COATED PIPE 0273.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI70001622,7/23/2024,575.00,7/1/2024,7/31/2024,28.75,SWIS,10026XXXXX00003,Rental Income SP - July month Invoice
01 Invoice,111111111111111,ABC LTD.,TI70001621,7/23/2024,"1,850.00",7/1/2024,7/31/2024,92.50,ACTI,10021XXXXX00003,Transport Charges - ACTION INTERNATIONAL AUH YARD TO AMDSTC
01 Invoice,111111111111111,ABC LTD.,TI5H0000279,7/23/2024,"5,247.00",7/1/2024,7/31/2024,262.35,CHIN,10025XXXXX00003,COATED PIPE 088.90X06.35 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000280,7/23/2024,"61,884.60",7/1/2024,7/31/2024,"3,094.23",CHIN,10025XXXXX00003,COATED PIPE 168.30X14.27 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000280,7/23/2024,"8,179.40",7/1/2024,7/31/2024,408.97,CHIN,10025XXXXX00003,COATED PIPE 168.30X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000281,7/23/2024,"100,865.20",7/1/2024,7/31/2024,"5,043.26",ARCH,10004XXXXX00003,COATED PIPE 0273.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI70001625,7/24/2024,"3,488.40",7/1/2024,7/31/2024,174.42,S Y,10002XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X06.00 M - SAcrificial material
01 Invoice,111111111111111,ABC LTD.,TI70001625,7/24/2024,"76,744.80",7/1/2024,7/31/2024,"3,837.24",S Y,10002XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X12.00 M - SAcrificial material
01 Invoice,111111111111111,ABC LTD.,TI5H0000284,7/24/2024,"222,007.20",7/1/2024,7/31/2024,"11,100.36",AL A,10032XXXXX00003,COATED PIPE 168.30X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001623,7/24/2024,"131,534.40",7/1/2024,7/31/2024,"6,576.72",DENH,10020XXXXX00003,"ELBOW BEND PIPE 1.5 INCH 300X300
 13088 pcs"
01 Invoice,111111111111111,ABC LTD.,TI5H0000282,7/24/2024,"21,408.60",7/1/2024,7/31/2024,"1,070.43",ARCH,10004XXXXX00003,COATED PIPE 0273.10X18.26 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000282,7/24/2024,"76,083.40",7/1/2024,7/31/2024,"3,804.17",ARCH,10004XXXXX00003,COATED PIPE 0273.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000283,7/24/2024,"22,313.20",7/1/2024,7/31/2024,"1,115.66",GALF,10002XXXXX00003,COATED PIPE 114.30X13.49 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000283,7/24/2024,"24,753.00",7/1/2024,7/31/2024,"1,237.65",GALF,10002XXXXX00003,COATED PIPE 114.30X11.13 MM
01 Invoice,111111111111111,ABC LTD.,TI70001626,7/25/2024,"21,854.40",7/1/2024,7/31/2024,"1,092.72",ALI,10024XXXXX00003,MS PLATE 2.00X12.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001624,7/25/2024,"65,563.20",7/1/2024,7/31/2024,"3,278.16",ALI,10024XXXXX00003,MS PLATE 2.00X12.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001624,7/25/2024,"59,006.80",7/1/2024,7/31/2024,"2,950.34",ALI,10024XXXXX00003,MS PLATE2.00X12.00X12.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001626,7/25/2024,"4,370.80",7/1/2024,7/31/2024,218.54,ALI,10024XXXXX00003,MS PLATE 2.00X12.00X08.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001626,7/25/2024,"26,225.20",7/1/2024,7/31/2024,"1,311.26",ALI,10024XXXXX00003,MS PLATE2.00X12.00X12.00 MM
01 Invoice,111111111111111,ABC LTD.,TI70001626,7/25/2024,"8,741.80",7/1/2024,7/31/2024,437.09,ALI,10024XXXXX00003,MS PLATE 2.00X12.00X16.00 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000287,7/25/2024,"21,447.80",7/1/2024,7/31/2024,"1,072.39",ALFA,10025XXXXX00003,COATED PIPE 219.10X06.35 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000285,7/25/2024,"102,354.60",7/1/2024,7/31/2024,"5,117.73",ARCH,10004XXXXX00003,COATED PIPE 0273.10X14.50 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000286,7/25/2024,"2,140.00",7/1/2024,7/31/2024,107.00,ARCH,10004XXXXX00003,COATED PIPE 0219.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001628,7/26/2024,"11,304.00",7/1/2024,7/31/2024,565.20,INTE,10030XXXXX00003,MS PLATE 2.00X12.00X10.00 MM
01 Invoice,111111111111111,ABC LTD.,TI10004967,7/26/2024,"4,660.20",7/1/2024,7/31/2024,233.01,S Y,10002XXXXX00003,AU16-(750X411X11.50 MMX086.30 KG/M)X09.00 M - Sacrificial Material - SPR267
01 Invoice,111111111111111,ABC LTD.,TI10004967,7/26/2024,"8,139.60",7/1/2024,7/31/2024,406.98,S Y,10002XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X14.00 M - Sacrificial Material - SPR267
01 Invoice,111111111111111,ABC LTD.,TI10004967,7/26/2024,"27,820.80",7/1/2024,7/31/2024,"1,391.04",S Y,10002XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X14.00 M - Sacrificial Material - SPR267
01 Invoice,111111111111111,ABC LTD.,TI10004967,7/26/2024,"3,906.00",7/1/2024,7/31/2024,195.30,S Y,10002XXXXX00003,C9X09.30 KG/MX14.00 M - Sacrificial Material - SPR267
01 Invoice,111111111111111,ABC LTD.,TI70001628,7/26/2024,"1,000.00",7/1/2024,7/31/2024,50.00,INTE,10030XXXXX00003,Transport Charges
01 Invoice,111111111111111,ABC LTD.,TI20000260,7/26/2024,"97,709.20",7/1/2024,7/31/2024,"4,885.46",DRY,10004XXXXX00003,Freight Charges
01 Invoice,111111111111111,ABC LTD.,TI5H0000289,7/26/2024,"12,224.60",7/1/2024,7/31/2024,611.23,ARCH,10004XXXXX00003,COATED PIPE 0273.10X14.50 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000289,7/26/2024,"5,022.80",7/1/2024,7/31/2024,251.14,ARCH,10004XXXXX00003,COATED PIPE 0273.10X15.88 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000289,7/26/2024,"107,353.80",7/1/2024,7/31/2024,"5,367.69",ARCH,10004XXXXX00003,COATED PIPE 0273.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000288,7/26/2024,"25,021.20",7/1/2024,7/31/2024,"1,251.06",GALF,10002XXXXX00003,COATED PIPE 114.30X11.13 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000288,7/26/2024,"22,277.80",7/1/2024,7/31/2024,"1,113.89",GALF,10002XXXXX00003,COATED PIPE 114.30X11.13 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000290,7/27/2024,8.80,7/1/2024,7/31/2024,0.44,ARCH,10004XXXXX00003,COATED PIPE 0273.10X18.26 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000290,7/27/2024,"123,081.00",7/1/2024,7/31/2024,"6,154.05",ARCH,10004XXXXX00003,COATED PIPE 0273.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI5H0000292,7/29/2024,"123,186.80",7/1/2024,7/31/2024,"6,159.34",ARCH,10004XXXXX00003,COATED PIPE 0273.10X12.70 MM
01 Invoice,111111111111111,ABC LTD.,TI70001651,7/30/2024,"5,115.00",7/1/2024,7/31/2024,255.75,SRH,10049XXXXX00003,Rental Income SP - July'24 month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001694,7/30/2024,"4,536.00",7/1/2024,7/31/2024,226.80,BRIG,10039XXXXX00003,Rental Income SP - July'24 month Invoice
01 Invoice,111111111111111,ABC LTD.,TI70001692,7/30/2024,"21,964.00",7/1/2024,7/31/2024,"1,098.20",CAT,10003XXXXX00003,Rental Income SP - July'24 month Invoice
01 Invoice,111111111111111,ABC LTD.,TI70001684,7/30/2024,"26,250.00",7/1/2024,7/31/2024,"1,312.50",GULF,10034XXXXX00003,Rental Income SP - JULY MONTH INVOICE
01 Invoice,111111111111111,ABC LTD.,TI70001685,7/30/2024,"14,346.00",7/1/2024,7/31/2024,717.30,GULF,10034XXXXX00003,Rental Income SP - JULY MONTH INVOICE
01 Invoice,111111111111111,ABC LTD.,TI70001699,7/30/2024,"7,510.00",7/1/2024,7/31/2024,375.50,AL B,10028XXXXX00003,Rental Income SP - July month Invoice
01 Invoice,111111111111111,ABC LTD.,TI70001700,7/30/2024,"10,190.40",7/1/2024,7/31/2024,509.52,AL B,10028XXXXX00003,Rental Income SP - July'24 biling
01 Invoice,111111111111111,ABC LTD.,TI70001655,7/30/2024,"19,000.00",7/1/2024,7/31/2024,950.00,SOCI,10023XXXXX00003,Rental Income SP - July'24
01 Invoice,111111111111111,ABC LTD.,TI70001638,7/30/2024,"11,840.00",7/1/2024,7/31/2024,592.00,WALK,10028XXXXX00003,Rental Income SP - July month
01 Invoice,111111111111111,ABC LTD.,TI70001654,7/30/2024,"24,928.00",7/1/2024,7/31/2024,"1,246.40",SOCI,10023XXXXX00003,Rental Income SP - July'24 month billing
01 Invoice,111111111111111,ABC LTD.,TI70001705,7/30/2024,"31,040.00",7/1/2024,7/31/2024,"1,552.00",AL B,10050XXXXX00003,Rental Income SP - July month Invoice
01 Invoice,111111111111111,ABC LTD.,TI70001697,7/30/2024,"32,264.80",7/1/2024,7/31/2024,"1,613.24",AL Z,10007XXXXX00003,Rental Income SP - July'24 month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001686,7/30/2024,"57,584.60",7/1/2024,7/31/2024,"2,879.23",GS I,10410XXXXX00003,Rental Income SP - July'24 month
01 Invoice,111111111111111,ABC LTD.,TI70001683,7/30/2024,"35,600.40",7/1/2024,7/31/2024,"1,780.02",GULF,10034XXXXX00003,Rental Income SP - JULY MONTH INVOICE
01 Invoice,111111111111111,ABC LTD.,TI70001691,7/30/2024,"26,970.00",7/1/2024,7/31/2024,"1,348.50",CRYS,10046XXXXX00003,Rental Income SP - JULY MONTH INVOICE
01 Invoice,111111111111111,ABC LTD.,TI70001695,7/30/2024,"101,709.40",7/1/2024,7/31/2024,"5,085.47",ALJU,10046XXXXX00003,Rental Income SP - JULY MONTH INVOICE
01 Invoice,111111111111111,ABC LTD.,TI70001693,7/30/2024,"24,650.00",7/1/2024,7/31/2024,"1,232.50",C.P.,10035XXXXX00003,Rental Income SP - July'24 month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001663,7/30/2024,"10,200.00",7/1/2024,7/31/2024,510.00,ORIO,10023XXXXX00003,Rental Income SP - July'24 month Billing
01 Invoice,111111111111111,ABC LTD.,TI70001667,7/30/2024,"14,000.00",7/1/2024,7/31/2024,700.00,M4 C,10023XXXXX00003,Rental Income SP - JULY MONTH INVOICE
01 Invoice,111111111111111,ABC LTD.,TI70001665,7/30/2024,"1,740.00",7/1/2024,7/31/2024,87.00,ONYX,10028XXXXX00003,Rental Income SP - JULY MONTH INVOICE
01 Invoice,111111111111111,ABC LTD.,TI70001673,7/30/2024,"20,000.00",7/1/2024,7/31/2024,"1,000.00",HILL,10053XXXXX00003,Rental Income SP
01 Invoice,111111111111111,ABC LTD.,TI70001675,7/30/2024,"24,360.00",7/1/2024,7/31/2024,"1,218.00",HILL,10053XXXXX00003,Rental Income SP - July'24 month
01 Invoice,111111111111111,ABC LTD.,TI70001669,7/30/2024,243.20,7/1/2024,7/31/2024,12.16,I G,10002XXXXX00003,Rental Income SP - July'24 month billing
01 Invoice,111111111111111,ABC LTD.,TI10004969,7/30/2024,40.00,7/1/2024,7/31/2024,2.00,S Y,10002XXXXX00003,Rental Income SP - July month Invoice
01 Invoice,111111111111111,ABC LTD.,TI10004968,7/30/2024,470.00,7/1/2024,7/31/2024,23.50,S Y,10002XXXXX00003,Rental Income SP - July month Invoice
01 Invoice,111111111111111,ABC LTD.,TI70001627,7/30/2024,"1,000.00",7/1/2024,7/31/2024,50.00,ABU,10034XXXXX00003,Rental Income SP - July'24 biling
01 Invoice,111111111111111,ABC LTD.,TI70001641,7/30/2024,"4,250.00",7/1/2024,7/31/2024,212.50,WADE,10024XXXXX00003,Rental Income SP
01 Invoice,111111111111111,ABC LTD.,TI70001672,7/30/2024,"14,500.00",7/1/2024,7/31/2024,725.00,HYDR,10007XXXXX00003,Rental Income SP - July'24 month Invoice
01 Invoice,111111111111111,ABC LTD.,TI70001664,7/30/2024,"4,636.80",7/1/2024,7/31/2024,231.84,ORGA,10321XXXXX00003,Rental Income SP - july month Invoice
01 Invoice,111111111111111,ABC LTD.,TI70001666,7/30/2024,"10,350.00",7/1/2024,7/31/2024,517.50,NAEL,10000XXXXX00003,Rental Income SP - JULY MONTH INVOICE
01 Invoice,111111111111111,ABC LTD.,TI70001676,7/30/2024,"4,680.00",7/1/2024,7/31/2024,234.00,HILL,10053XXXXX00003,Rental Income SP - July'24 month
01 Invoice,111111111111111,ABC LTD.,TI70001677,7/30/2024,"14,240.00",7/1/2024,7/31/2024,712.00,HILL,10053XXXXX00003,Rental Income SP - July'24 month
01 Invoice,111111111111111,ABC LTD.,TI70001689,7/30/2024,"4,890.00",7/1/2024,7/31/2024,244.50,DBB,10025XXXXX00003,Rental Income SP - JULY MONTH INVOICE
01 Invoice,111111111111111,ABC LTD.,TI70001690,7/30/2024,"12,348.00",7/1/2024,7/31/2024,617.40,CRYS,10046XXXXX00003,Rental Income SP - JULY MONTH INVOICE
01 Invoice,111111111111111,ABC LTD.,TI70001656,7/30/2024,249.20,7/1/2024,7/31/2024,12.46,SAHA,10025XXXXX00003,Rental Income SP - July month Invoice
