Transaction Type,Taxpayer TRN,Company Name / Member Company Name (If applicable),Tax Invoice/Tax credit note No,Tax Invoice/Tax credit note Date,Reporting period from,Reporting period to,Tax Invoice/Tax credit note Amount AED (before VAT),VAT Amount AED,Customer Name,Customer TRN,Clear description of the supply,Reason of Out-of-Scope Sales treatment
01 Invoice,1.11E+14,ABC LTD.,IN5H0000543,7/28/2024,7/1/2024,7/31/2024,"14,214.34",0,AL R,30005XXXXX10003,CS TWO PIECE BEND DN1000 21.09 DEG,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000543,7/28/2024,7/1/2024,7/31/2024,"28,428.68",0,AL R,30005XXXXX10003,CS TWO PIECE BEND DN1000 19.19 DEG,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000543,7/28/2024,7/1/2024,7/31/2024,"14,214.34",0,AL R,30005XXXXX10003,CS TWO PIECE BEND DN1000 12.10 DEG,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000543,7/28/2024,7/1/2024,7/31/2024,"14,214.34",0,AL R,30005XXXXX10003,CS TWO PIECE BEND DN1000 12.77 DEG,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000544,7/28/2024,7/1/2024,7/31/2024,"4,138.14",0,AL R,30005XXXXX10003,AMP-SA-0129-REV 01-MPS2-3/3-XIII,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000544,7/28/2024,7/1/2024,7/31/2024,"4,138.14",0,AL R,30005XXXXX10003,AMP-SA-0129-REV 01-MPS2-3/3-XIII,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000544,7/28/2024,7/1/2024,7/31/2024,"9,227.16",0,AL R,30005XXXXX10003,AMP-SA-0129-REV 01-MPS1-3/3-XII,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000544,7/28/2024,7/1/2024,7/31/2024,"6,537.42",0,AL R,30005XXXXX10003,AMP-SA-0129-REV 01-MPS2-3/3-XII,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000544,7/28/2024,7/1/2024,7/31/2024,"6,099.32",0,AL R,30005XXXXX10003,AMP-SA-0129-REV 01-MPS2-3/3-XIV,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20012018,7/29/2024,7/1/2024,7/31/2024,"3,110,931.32",0,PETR,10001XXXXX00003,HR PLATE 3.00X12.00X20.00 MM,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20012018,7/29/2024,7/1/2024,7/31/2024,"1,708,104.81",0,PETR,10001XXXXX00003,HR PLATE 3.00X12.00X25.00 MM,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20012018,7/29/2024,7/1/2024,7/31/2024,"5,449,395.35",0,PETR,10001XXXXX00003,HR PLATE 3.00X12.00X30.00 MM,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20012018,7/29/2024,7/1/2024,7/31/2024,"50,113.81",0,PETR,10001XXXXX00003,HR PLATE 3.00X12.00X16.00 MM,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20012018,7/29/2024,7/1/2024,7/31/2024,"28,966.10",0,PETR,10001XXXXX00003,HR PLATE 3.00X11.955X20.00 MM,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20012013,7/29/2024,7/1/2024,7/31/2024,"258,720.00",0,Q ST,10053XXXXX00003,PLATE 1.50X03.00X06.50 MM,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000546,7/29/2024,7/1/2024,7/31/2024,"22,495.00",0,ARAB,10001XXXXX00003,Steel from pipe edge trimming (chips),Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000546,7/29/2024,7/1/2024,7/31/2024,"26,133.10",0,ARAB,10001XXXXX00003,Steel from pipe processing / production (solid scrap),Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000558,7/29/2024,7/1/2024,7/31/2024,"72,737.95",0,ARCE,10030XXXXX00003,CSP 2032.00X20.62 MMX11.00 M/PETROJET,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000559,7/29/2024,7/1/2024,7/31/2024,"40,847.31",0,ARCE,10030XXXXX00003,CSP 2032.00X20.62 MMX11.00 M/PETROJET,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN10006284,7/30/2024,7/1/2024,7/31/2024,"294,893.17",0,ARCE,10030XXXXX00003,AU20-(750X444X12.00 MMX096.90 KG/M)X12.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN10006284,7/30/2024,7/1/2024,7/31/2024,"33,459.23",0,ARCE,10030XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X12.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN10006284,7/30/2024,7/1/2024,7/31/2024,"222,733.34",0,ARCE,10030XXXXX00003,AU25-(750X450X14.50 MMX110.40 KG/M)X14.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN10006284,7/30/2024,7/1/2024,7/31/2024,939.73,0,ARCE,10030XXXXX00003,C9X09.30 KG/MX12.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN10006284,7/30/2024,7/1/2024,7/31/2024,"9,734.27",0,ARCE,10030XXXXX00003,GU20N-(600X430X12.20 MMX081.10 KG/M)X11.80 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN10006284,7/30/2024,7/1/2024,7/31/2024,"7,005.68",0,ARCE,10030XXXXX00003,GU20N-(600X430X12.20 MMX081.10 KG/M)X13.80 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN10006284,7/30/2024,7/1/2024,7/31/2024,"1,095.20",0,ARCE,10030XXXXX00003,PU32-(600X452X19.50 MMX114.10 KG/M)X12.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN10006284,7/30/2024,7/1/2024,7/31/2024,"1,287.29",0,ARCE,10030XXXXX00003,PU32-(600X452X19.50 MMX114.10 KG/M)X14.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN70001717,7/30/2024,7/1/2024,7/31/2024,"19,054.91",0,ARCE,10030XXXXX00003,PIPE RACKS - 06.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN70001714,7/31/2024,7/1/2024,7/31/2024,"169,536.04",0,ARCE,10030XXXXX00003,HR PLATE 0.32X00.78X50.00 MM,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN5H0000553,7/31/2024,7/1/2024,7/31/2024,"17,702.65",0,ARAB,10001XXXXX00003,Steel from pipe processing production (Solid scrap),Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000553,7/31/2024,7/1/2024,7/31/2024,"14,520.00",0,ARAB,10001XXXXX00003,Steel from pipe edge trimming(chips),Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN5H0000554,7/31/2024,7/1/2024,7/31/2024,"211,500.00",0,EMPO,10038XXXXX00003,CSP 1219.20X12.70 MMX12.000 M/ELLIPS,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20012026,7/31/2024,7/1/2024,7/31/2024,16748.76,0,DHAF,10001XXXXX00003,HR PLATE 2.00X06.00X14.00 MM,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20011919,7/1/2024,7/1/2024,7/31/2024,"24,041.02",,ARCE,XXXXX,HR PLATE 3.05X06.00X15.00 MM,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20011948,7/8/2024,7/1/2024,7/31/2024,"72,470.91",,ARCE,XXXXX,MS PLATE 2.00X12.00X12.00 MM,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20011950,7/9/2024,7/1/2024,7/31/2024,"367,307.84",,ARCE,XXXXX,AU25-(750X450X14.50 MMX110.40 KG/M)X12.00 M,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20011962,7/10/2024,7/1/2024,7/31/2024,346307.84,,ARCE,XXXXX,AU25-(750X450X14.50 MMX110.40 KG/M)X12.00 M,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20011975,7/15/2024,7/1/2024,7/31/2024,"316,875.51",,ARCE,XXXXX,AU25-(750X450X14.50 MMX110.40 KG/M)X12.00 M,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20011982,7/16/2024,7/1/2024,7/31/2024,"318,475.51",,ARCE,XXXXX,AU25-(750X450X14.50 MMX110.40 KG/M)X12.00 M,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20012020,7/31/2024,7/1/2024,7/31/2024,211313.22,,ARCE,XXXXX,AU25-(750X450X14.50 MM)X16.30 M/UCC,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20012021,7/31/2024,7/1/2024,7/31/2024,"211,313.22",,ARCE,XXXXX,AU25-(750X450X14.50 MM)X16.30 M/UCC,Goods - OOS - FZ
01 Invoice,1.11E+14,ABC LTD.,IN20011918,7/1/2024,7/1/2024,7/31/2024,"172,736.74",,ARCE,XXXXX,ALUMINIZED COIL 00.80X1000,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011928,7/4/2024,7/1/2024,7/31/2024,"27,561.79",,ARCE,XXXXX,TRENCH SHEET 400MMX03.80 MMX14.82 KG/MX 05.85 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011930,7/5/2024,7/1/2024,7/31/2024,"3,130.18",,ARCE,XXXXX,IPN 220X031.10 KG/MX06.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011932,7/5/2024,7/1/2024,7/31/2024,"55,375.59",,ARCE,XXXXX,IPE 600X122.00 KG/MX06.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011933,7/5/2024,7/1/2024,7/31/2024,"55,817.72",,ARCE,XXXXX,IPE 360X057.10 KG/MX06.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011951,7/9/2024,7/1/2024,7/31/2024,"10,583.89",,ARCE,XXXXX,MS PLATE 2.00X12.00X10.00 MM,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011952,7/9/2024,7/1/2024,7/31/2024,"13,258.84",,ARCE,XXXXX,HEB 120X026.70 KG/MX11.80 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011953,7/9/2024,7/1/2024,7/31/2024,"45,921.51",,ARCE,XXXXX,EQUAL ANGLE 080X080X08.00 MMX12.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011966,7/11/2024,7/1/2024,7/31/2024,"40,331.51",,ARCE,XXXXX,HR PLATE 3.05X06.90X50.00 MM,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011967,7/11/2024,7/1/2024,7/31/2024,"4,194.68",,ARCE,XXXXX,IPE 160X015.80 KG/MX06.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011970,7/11/2024,7/1/2024,7/31/2024,"122,103.46",,ARCE,XXXXX,IPE 600X122.00 KG/MX06.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011971,7/11/2024,7/1/2024,7/31/2024,"37,211.83",,ARCE,XXXXX,IPE 360X057.10 KG/MX06.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011974,7/12/2024,7/1/2024,7/31/2024,"53,707.21",,ARCE,XXXXX,AU25-(750X450X14.50 MMX110.40 KG/M)X12.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011983,7/17/2024,7/1/2024,7/31/2024,"27,402.47",,ARCE,XXXXX,HEA 100X016.70 KG/MX12.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011984,7/17/2024,7/1/2024,7/31/2024,"627,695.86",,ARCE,XXXXX,SP 042.20X03.56 MM(01.25 INCH)X06.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011985,7/17/2024,7/1/2024,7/31/2024,"17,896.74",,ARCE,XXXXX,MS PLATE 2.00X06.00X10.00 MM,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011986,7/17/2024,7/1/2024,7/31/2024,953.28,,ARCE,XXXXX,HEB 120X026.70 KG/MX11.80 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011987,7/17/2024,7/1/2024,7/31/2024,"850,966.99",,ARCE,XXXXX,PU32-(600X452X19.50 MMX114.10 KG/M)X18.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011989,7/18/2024,7/1/2024,7/31/2024,"48,663.49",,ARCE,XXXXX,IPE 600X122.00 KG/MX06.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011990,7/19/2024,7/1/2024,7/31/2024,"55,123.40",,ARCE,XXXXX,TRENCH SHEET 400MMX03.80 MMX14.82 KG/MX 05.85 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011991,7/22/2024,7/1/2024,7/31/2024,"24,569.74",,ARCE,XXXXX,MS PLATE 2.00X06.00X12.00 MM,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011997,7/24/2024,7/1/2024,7/31/2024,"185,824.57",,ARCE,XXXXX,MS PLATE 2.00X12.00X10.00 MM,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012000,7/25/2024,7/1/2024,7/31/2024,"10,583.90",,ARCE,XXXXX,MS PLATE 2.00X12.00X10.00 MM,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012004,7/29/2024,7/1/2024,7/31/2024,"50,576.48",,ARCE,XXXXX,FOOT PLATE - BG0044,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012006,7/29/2024,7/1/2024,7/31/2024,"3,982.33",,ARCE,XXXXX,MS PLATE 2.00X06.00X06.00 MM,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012007,7/30/2024,7/1/2024,7/31/2024,"60,621.84",,ARCE,XXXXX,HR PLATE 2.00X06.00X10.00 MM,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012008,7/30/2024,7/1/2024,7/31/2024,"42,603.38",,ARCE,XXXXX,HR PLATE 2.00X06.00X16.00 MM,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012009,7/30/2024,7/1/2024,7/31/2024,"9,851.71",,ARCE,XXXXX,IPE 360X057.10 KG/MX01.50 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012010,7/30/2024,7/1/2024,7/31/2024,"14,135.96",,ARCE,XXXXX,IPE 360X057.10 KG/MX01.50 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012011,7/30/2024,7/1/2024,7/31/2024,"438,990.60",,ARCE,XXXXX,AU25-(750X450X14.50 MMX110.40 KG/M)X12.00 M,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011963,7/4/2024,7/1/2024,7/31/2024,"17,435.06",,ARCE,XXXXX,"40"" 1016.00/09.53 MM/PUDDLE FLANGE",Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011964,7/9/2024,7/1/2024,7/31/2024,"12,130.55",,ARCE,XXXXX,"16"" 0406.40/09.53 MM/PUDDLE FLANGE",Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011965,7/10/2024,7/1/2024,7/31/2024,"56,624.28",,ARCE,XXXXX,"ANG 40""/12.70 MM (Random degree)",Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011968,7/11/2024,7/1/2024,7/31/2024,"4,382.73",,ARCE,XXXXX,FITG-2404207/PETROJET/JINDAL,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011977,7/11/2024,7/1/2024,7/31/2024,"1,983.67",,ARCE,XXXXX,FITINGS/BEND/PETROJET,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011979,7/12/2024,7/1/2024,7/31/2024,"1,726.30",,ARCE,XXXXX,FITINGS/BEND/PETROJET,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011976,7/15/2024,7/1/2024,7/31/2024,"46,443.56",,ARCE,XXXXX,"ANG 40""/12.70 MM (Random degree)",Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011978,7/15/2024,7/1/2024,7/31/2024,"1,471.44",,ARCE,XXXXX,FITINGS/BEND/PETROJET,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011993,7/17/2024,7/1/2024,7/31/2024,"29,788.37",,ARCE,XXXXX,"40"" 1016.00/09.53 MM/PUDDLE FLANGE",Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011992,7/19/2024,7/1/2024,7/31/2024,"23,341.38",,ARCE,XXXXX,"48"" 1219.20/09.53 MM/PUDDLE FLANGE",Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011994,7/19/2024,7/1/2024,7/31/2024,"1,638.81",,ARCE,XXXXX,"40"" 1016.00/10.31 MM/PUDDLE FLANGE",Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012014,7/22/2024,7/1/2024,7/31/2024,"33,300.26",,ARCE,XXXXX,"40"" 1016.00/09.53 MM/PUDDLE FLANGE",Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011995,7/23/2024,7/1/2024,7/31/2024,"4,382.73",,ARCE,XXXXX,FITINGS/BEND/PETROJET,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20011996,7/23/2024,7/1/2024,7/31/2024,"4,382.73",,ARCE,XXXXX,FITINGS/BEND/PETROJET,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012015,7/24/2024,7/1/2024,7/31/2024,"4,382.73",,ARCE,XXXXX,FITINGS/BEND/PETROJET,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012016,7/24/2024,7/1/2024,7/31/2024,"4,382.73",,ARCE,XXXXX,FITINGS/BEND/PETROJET,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012017,7/25/2024,7/1/2024,7/31/2024,"3,264.27",,ARCE,XXXXX,FITINGS/BEND/PETROJET,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012001,7/26/2024,7/1/2024,7/31/2024,"4,382.73",,ARCE,XXXXX,FITINGS/BEND/PETROJET,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012005,7/29/2024,7/1/2024,7/31/2024,"1,544.11",,ARCE,XXXXX,"80"" MITRE BEND STAND",Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012022,7/30/2024,7/1/2024,7/31/2024,503.63,,ARCE,XXXXX,FITINGS/BEND/PETROJET,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012023,7/30/2024,7/1/2024,7/31/2024,594.74,,ARCE,XXXXX,FITINGS/BEND/PETROJET,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012024,7/30/2024,7/1/2024,7/31/2024,4382.73,,ARCE,XXXXX,FITINGS/BEND/PETROJET,Same Tax group
01 Invoice,1.11E+14,ABC LTD.,IN20012025,7/31/2024,7/1/2024,7/31/2024,"8,765.66",,ARCE,XXXXX,FITINGS/BEND/PETROJET,Same Tax group
02 Credit Note,1.11E+14,ABC LTD.,SR20000496,7/2/2024,7/1/2024,7/31/2024,"-45,781.20",0,ATTI,10039XXXXX00003,HR PLATE 2.00X06.00X12.00 MM,Goods - OOS - FZ
02 Credit Note,1.11E+14,ABC LTD.,TI5H0000258,7/16/2024,7/1/2024,7/31/2024,-0.01,0,DESC,10033XXXXX00003,COATED PIPE 114.30X06.40 MM,Goods - OOS - FZ
